archivo,Dimension_1,Dimension_2,Dimension_3,Cluster
densidad_variable_3d.csv,-0.312848,0.323443,0.0208712,1
densidad_variable_3d.csv,-0.179757,-0.266063,-0.0378241,1
densidad_variable_3d.csv,0.18433,-0.0255098,0.302231,1
densidad_variable_3d.csv,-0.290235,-0.00241779,-0.250479,1
densidad_variable_3d.csv,0.0727264,0.177377,-0.0841524,1
densidad_variable_3d.csv,-0.520843,0.0397896,0.0873477,1
densidad_variable_3d.csv,0.080859,0.247156,-0.214211,1
densidad_variable_3d.csv,0.136043,0.238502,-0.355718,1
densidad_variable_3d.csv,0.0639304,-0.100836,-0.0163045,1
densidad_variable_3d.csv,0.0695353,-0.0974457,-0.135142,1
densidad_variable_3d.csv,0.00683048,-0.217449,-0.217165,1
densidad_variable_3d.csv,0.135875,-0.229759,0.133263,1
densidad_variable_3d.csv,0.0925183,-0.345161,-0.135513,1
densidad_variable_3d.csv,0.238822,-0.196233,-0.0928809,1
densidad_variable_3d.csv,0.0924122,0.156678,-0.0503078,1
densidad_variable_3d.csv,-0.119502,0.284474,0.34778,1
densidad_variable_3d.csv,0.195772,0.0170636,-0.161653,1
densidad_variable_3d.csv,-0.166089,0.104503,0.0836796,1
densidad_variable_3d.csv,0.28032,0.13009,-0.300616,1
densidad_variable_3d.csv,0.21039,-0.199612,-0.0767943,1
densidad_variable_3d.csv,0.05004,0.399133,0.621984,1
densidad_variable_3d.csv,0.121345,-0.0366393,0.106901,1
densidad_variable_3d.csv,0.177531,-0.0641335,0.359042,1
densidad_variable_3d.csv,0.0460142,0.0995486,0.133185,1
densidad_variable_3d.csv,0.0843173,0.167788,-0.123451,1
densidad_variable_3d.csv,-0.11166,-0.220031,0.0879002,1
densidad_variable_3d.csv,0.155787,0.0915546,0.334898,1
densidad_variable_3d.csv,-0.0011192,0.133748,-0.21834,1
densidad_variable_3d.csv,-0.0774199,0.139108,0.16982,1
densidad_variable_3d.csv,-0.0587934,-0.0143199,-0.303575,1
densidad_variable_3d.csv,-0.0714058,0.178077,0.115041,1
densidad_variable_3d.csv,0.100133,0.00995474,0.00141263,1
densidad_variable_3d.csv,-0.132064,0.139766,0.0841946,1
densidad_variable_3d.csv,0.0984038,-0.105207,-0.430669,1
densidad_variable_3d.csv,0.219431,-0.0957675,-0.172555,1
densidad_variable_3d.csv,0.138696,-0.0784025,0.211987,1
densidad_variable_3d.csv,0.123401,0.136714,-0.273191,1
densidad_variable_3d.csv,0.242389,0.0522501,-0.0738554,1
densidad_variable_3d.csv,0.0286777,-0.355247,0.0817306,1
densidad_variable_3d.csv,-0.205874,-0.270534,-0.304472,1
densidad_variable_3d.csv,0.222538,-0.125853,0.306746,1
densidad_variable_3d.csv,-0.10716,-0.341472,-0.223305,1
densidad_variable_3d.csv,0.247162,-0.0311796,-0.109657,1
densidad_variable_3d.csv,0.0320036,0.100357,0.22348,1
densidad_variable_3d.csv,0.2897,-0.0719537,-0.26521,1
densidad_variable_3d.csv,-0.082693,0.0520561,-0.192752,1
densidad_variable_3d.csv,-0.19143,0.0687576,-0.00973047,1
densidad_variable_3d.csv,0.0065594,-0.151699,-0.0460801,1
densidad_variable_3d.csv,-0.184847,0.17804,0.20705,1
densidad_variable_3d.csv,-0.369238,-0.185902,-0.299306,1
densidad_variable_3d.csv,-0.130005,-0.0166876,-0.289929,1
densidad_variable_3d.csv,-0.184372,-0.200791,0.0414535,1
densidad_variable_3d.csv,0.0138689,-0.144348,0.0353642,1
densidad_variable_3d.csv,-0.109336,-0.054331,0.33469,1
densidad_variable_3d.csv,0.268092,-0.259916,0.165946,1
densidad_variable_3d.csv,0.162279,-0.229653,0.163756,1
densidad_variable_3d.csv,0.307586,-0.224509,-0.183501,1
densidad_variable_3d.csv,0.203532,0.0542991,0.110295,1
densidad_variable_3d.csv,0.0681178,0.0781392,-0.265294,1
densidad_variable_3d.csv,0.209464,0.233918,-0.0458781,1
densidad_variable_3d.csv,-0.00869539,-0.306222,0.102851,1
densidad_variable_3d.csv,0.114411,-0.0124382,0.224871,1
densidad_variable_3d.csv,-0.0668154,0.112921,-0.203933,1
densidad_variable_3d.csv,-0.00471043,-0.0348709,0.0450616,1
densidad_variable_3d.csv,-0.0739054,-0.0262945,0.165209,1
densidad_variable_3d.csv,-0.0873528,-0.321315,0.349917,1
densidad_variable_3d.csv,0.276291,-0.258453,0.137942,1
densidad_variable_3d.csv,-0.100595,0.0526974,0.0588448,1
densidad_variable_3d.csv,-0.0468816,-0.156753,-0.138108,1
densidad_variable_3d.csv,-0.183238,-0.166364,-0.0134357,1
densidad_variable_3d.csv,-0.143152,0.13641,0.297449,1
densidad_variable_3d.csv,-0.116011,0.0478809,0.099937,1
densidad_variable_3d.csv,0.0944005,0.0151911,0.148536,1
densidad_variable_3d.csv,0.0964498,-0.247532,0.173831,1
densidad_variable_3d.csv,0.177458,-0.152657,0.00758757,1
densidad_variable_3d.csv,0.136666,-0.0418628,0.214596,1
densidad_variable_3d.csv,0.472774,-0.157197,-0.276209,1
densidad_variable_3d.csv,0.0607637,0.144313,-0.0461733,1
densidad_variable_3d.csv,0.290652,-0.267721,0.138584,1
densidad_variable_3d.csv,-0.121172,0.343876,0.398503,1
densidad_variable_3d.csv,-0.153331,-0.109911,0.171918,1
densidad_variable_3d.csv,-0.0774261,-0.00908224,0.00507768,1
densidad_variable_3d.csv,-0.383935,-0.00276755,-0.137946,1
densidad_variable_3d.csv,-0.0986246,0.288726,-0.251301,1
densidad_variable_3d.csv,0.162641,-0.0557926,-0.055952,1
densidad_variable_3d.csv,0.158074,0.0680103,0.114123,1
densidad_variable_3d.csv,0.193637,-0.0662617,-0.122447,1
densidad_variable_3d.csv,-0.21703,-0.165082,0.589819,1
densidad_variable_3d.csv,0.248936,-0.270215,-0.264492,1
densidad_variable_3d.csv,0.0963732,0.109453,0.109777,1
densidad_variable_3d.csv,-0.0509912,-0.0250909,0.0655759,1
densidad_variable_3d.csv,0.0171786,-0.44386,-0.0459599,1
densidad_variable_3d.csv,-0.170281,0.0350423,0.597052,1
densidad_variable_3d.csv,0.0734963,-0.0627059,0.18436,1
densidad_variable_3d.csv,0.0965376,0.0840189,0.12137,1
densidad_variable_3d.csv,0.411309,-0.226178,0.0947264,1
densidad_variable_3d.csv,-0.185276,0.111103,-0.183737,1
densidad_variable_3d.csv,-0.0834734,-0.059018,0.195163,1
densidad_variable_3d.csv,0.183691,-0.249143,0.0109868,1
densidad_variable_3d.csv,-0.141916,-0.251701,-0.0434034,1
densidad_variable_3d.csv,-0.0616966,0.485343,0.086592,1
densidad_variable_3d.csv,-0.275524,-0.112955,0.204277,1
densidad_variable_3d.csv,0.417689,-0.317197,-0.375985,1
densidad_variable_3d.csv,0.374193,0.0779228,-0.173659,1
densidad_variable_3d.csv,0.106926,-0.52715,0.000675101,1
densidad_variable_3d.csv,0.0655642,0.184854,-0.202779,1
densidad_variable_3d.csv,0.0171374,-0.185085,0.0510768,1
densidad_variable_3d.csv,-0.179069,-0.0816202,-0.199163,1
densidad_variable_3d.csv,0.130227,0.17169,-0.0469241,1
densidad_variable_3d.csv,0.0076476,-0.289718,-0.0599353,1
densidad_variable_3d.csv,-0.0100409,0.524159,-0.222393,1
densidad_variable_3d.csv,0.292835,0.199372,0.0561273,1
densidad_variable_3d.csv,0.351724,0.0744211,0.0778318,1
densidad_variable_3d.csv,-0.0106241,0.244714,0.219294,1
densidad_variable_3d.csv,-0.125135,-0.263849,-0.0405961,1
densidad_variable_3d.csv,-0.160008,-0.0127049,0.247488,1
densidad_variable_3d.csv,-0.0914603,-0.00856468,0.0116045,1
densidad_variable_3d.csv,0.169686,-0.449378,-0.12134,1
densidad_variable_3d.csv,0.0422567,0.240016,-0.0983805,1
densidad_variable_3d.csv,-0.375311,0.123942,-0.127072,1
densidad_variable_3d.csv,-0.237933,-0.124869,-0.0369051,1
densidad_variable_3d.csv,-0.120949,-0.441113,0.179413,1
densidad_variable_3d.csv,0.254975,0.130304,-0.227537,1
densidad_variable_3d.csv,-0.0402983,-0.00130426,0.119759,1
densidad_variable_3d.csv,0.133668,-0.146835,0.0163991,1
densidad_variable_3d.csv,0.0914561,0.291164,0.140901,1
densidad_variable_3d.csv,0.157811,0.0167653,0.282092,1
densidad_variable_3d.csv,0.0819526,-0.172218,0.280674,1
densidad_variable_3d.csv,0.139581,-0.0886088,-0.0958986,1
densidad_variable_3d.csv,0.0593151,0.092637,0.0394585,1
densidad_variable_3d.csv,0.0622617,0.339991,0.214309,1
densidad_variable_3d.csv,0.0381271,0.188262,-0.206505,1
densidad_variable_3d.csv,0.0795854,0.361861,-0.0436092,1
densidad_variable_3d.csv,-0.169527,-0.130418,-0.217927,1
densidad_variable_3d.csv,-0.156952,-0.0741016,-0.281113,1
densidad_variable_3d.csv,0.00312367,0.180455,-0.181551,1
densidad_variable_3d.csv,0.303857,0.102158,0.206116,1
densidad_variable_3d.csv,-0.131567,0.170905,-0.218387,1
densidad_variable_3d.csv,0.17805,0.0343679,0.11065,1
densidad_variable_3d.csv,-0.235119,-0.179014,0.119446,1
densidad_variable_3d.csv,-0.18967,0.0926413,-0.273428,1
densidad_variable_3d.csv,0.169635,-0.246505,0.11046,1
densidad_variable_3d.csv,0.125126,-0.139354,0.116405,1
densidad_variable_3d.csv,0.0520885,-0.107768,-0.201711,1
densidad_variable_3d.csv,-0.392525,0.06993,-0.312961,1
densidad_variable_3d.csv,0.0190688,-0.0526896,0.135829,1
densidad_variable_3d.csv,-0.0604091,-0.0658896,0.146374,1
densidad_variable_3d.csv,0.0670116,0.0632312,0.0938535,1
densidad_variable_3d.csv,-0.307114,0.151358,0.122494,1
densidad_variable_3d.csv,-0.203337,-0.0488161,-0.00786146,1
densidad_variable_3d.csv,-0.0268994,0.066772,0.286273,1
densidad_variable_3d.csv,0.216353,-0.262444,0.124414,1
densidad_variable_3d.csv,0.265787,0.0773617,0.218196,1
densidad_variable_3d.csv,0.402454,0.204742,0.0498617,1
densidad_variable_3d.csv,0.209018,0.0289776,0.00478061,1
densidad_variable_3d.csv,-0.0702828,0.312683,-0.163686,1
densidad_variable_3d.csv,0.306474,0.0999728,-0.279861,1
densidad_variable_3d.csv,0.0735299,-0.420005,0.125102,1
densidad_variable_3d.csv,0.177046,-0.118471,0.0247095,1
densidad_variable_3d.csv,0.390831,-0.101149,-0.211782,1
densidad_variable_3d.csv,0.296333,0.392517,0.000739134,1
densidad_variable_3d.csv,0.202293,0.268295,-0.148497,1
densidad_variable_3d.csv,-0.0970612,0.246175,0.337003,1
densidad_variable_3d.csv,0.112576,-0.175963,0.397412,1
densidad_variable_3d.csv,-0.106194,-0.0670276,0.0684676,1
densidad_variable_3d.csv,0.310832,0.170795,0.0829731,1
densidad_variable_3d.csv,0.0926577,0.00870293,0.111628,1
densidad_variable_3d.csv,-0.505912,-0.0593215,0.0482644,1
densidad_variable_3d.csv,-0.230203,0.0772647,-0.0408942,1
densidad_variable_3d.csv,0.351095,0.314604,-0.0931611,1
densidad_variable_3d.csv,-0.0301675,-0.0147895,-0.0903319,1
densidad_variable_3d.csv,0.039005,-0.151656,-0.226123,1
densidad_variable_3d.csv,0.124542,0.125906,-0.160863,1
densidad_variable_3d.csv,0.179071,-0.126316,0.050633,1
densidad_variable_3d.csv,0.164069,-0.00672251,0.0909482,1
densidad_variable_3d.csv,-0.103286,-0.0392933,-0.0411719,1
densidad_variable_3d.csv,-0.149316,-0.0353548,-0.309724,1
densidad_variable_3d.csv,-0.0982307,-0.0569751,-0.051236,1
densidad_variable_3d.csv,-0.0482995,-0.0123528,0.0958883,1
densidad_variable_3d.csv,0.174903,-0.129953,-0.24064,1
densidad_variable_3d.csv,-0.208409,-0.0974406,-0.0703843,1
densidad_variable_3d.csv,-0.153999,-0.259223,-0.0912242,1
densidad_variable_3d.csv,0.0362853,0.119006,-0.111485,1
densidad_variable_3d.csv,-0.0825996,-0.18534,-0.00628783,1
densidad_variable_3d.csv,-0.169686,0.114626,-0.357173,1
densidad_variable_3d.csv,-0.0719259,0.0602215,0.0367669,1
densidad_variable_3d.csv,0.538607,0.06996,-0.200811,1
densidad_variable_3d.csv,-0.0190928,-0.355249,-0.0161199,1
densidad_variable_3d.csv,-0.166611,0.183078,-0.109908,1
densidad_variable_3d.csv,-0.0233532,-0.127112,0.34777,1
densidad_variable_3d.csv,-0.0642486,0.366511,0.16283,1
densidad_variable_3d.csv,0.0964133,0.0737466,0.0787595,1
densidad_variable_3d.csv,-0.385535,-0.0557767,0.169032,1
densidad_variable_3d.csv,-0.00977944,-0.281038,-0.0104809,1
densidad_variable_3d.csv,0.340821,0.249378,-0.0124008,1
densidad_variable_3d.csv,0.19029,-0.0733014,-0.340774,1
densidad_variable_3d.csv,-0.184893,0.312578,-0.0547986,1
densidad_variable_3d.csv,-0.0486768,-0.0599676,0.380827,1
densidad_variable_3d.csv,0.325192,0.443756,-0.031809,1
densidad_variable_3d.csv,0.0591249,-0.303329,0.295387,1
densidad_variable_3d.csv,-0.233556,0.0433551,-0.219461,1
densidad_variable_3d.csv,-0.117773,-0.167452,-0.121575,1
densidad_variable_3d.csv,-0.107825,-0.109654,0.166667,1
densidad_variable_3d.csv,-0.220973,0.0441083,0.243592,1
densidad_variable_3d.csv,-0.102639,-0.143584,-0.0461049,1
densidad_variable_3d.csv,0.235945,0.0388215,-0.106243,1
densidad_variable_3d.csv,0.0967753,-0.220458,0.136272,1
densidad_variable_3d.csv,0.0817215,-0.0615617,-0.167717,1
densidad_variable_3d.csv,-0.177336,0.106963,0.245796,1
densidad_variable_3d.csv,-0.127462,0.0916773,-0.417405,1
densidad_variable_3d.csv,-0.116924,-0.00621179,-0.181937,1
densidad_variable_3d.csv,-0.187301,-0.133556,0.0584385,1
densidad_variable_3d.csv,-0.0374658,-0.447646,-0.42414,1
densidad_variable_3d.csv,-0.121373,0.0915373,-0.549501,1
densidad_variable_3d.csv,-0.099946,-0.10525,0.277668,1
densidad_variable_3d.csv,-0.0770044,0.0765978,0.0282514,1
densidad_variable_3d.csv,-0.426113,0.153641,0.0430793,1
densidad_variable_3d.csv,0.101654,0.785248,-0.416823,1
densidad_variable_3d.csv,0.344939,-0.0574895,0.0574658,1
densidad_variable_3d.csv,-0.00910245,-0.0848473,-0.113967,1
densidad_variable_3d.csv,0.0659017,-0.303435,0.150116,1
densidad_variable_3d.csv,-0.0832389,-0.226014,-0.0900026,1
densidad_variable_3d.csv,0.25143,-0.107067,0.0716907,1
densidad_variable_3d.csv,-0.146191,0.151584,0.137102,1
densidad_variable_3d.csv,0.369722,-0.0351128,0.133731,1
densidad_variable_3d.csv,0.0196135,0.259174,-0.143766,1
densidad_variable_3d.csv,0.149001,-0.0389395,-0.0128376,1
densidad_variable_3d.csv,0.0183505,0.0504481,-0.0232458,1
densidad_variable_3d.csv,0.0429426,0.315624,0.19709,1
densidad_variable_3d.csv,0.173831,-0.0911079,-0.177848,1
densidad_variable_3d.csv,0.19106,0.175209,0.294534,1
densidad_variable_3d.csv,-0.120796,-0.0459097,-0.327897,1
densidad_variable_3d.csv,-0.0784942,0.199314,-0.0932991,1
densidad_variable_3d.csv,0.128096,-0.0381006,0.0648114,1
densidad_variable_3d.csv,-0.229538,0.0170419,-0.598227,1
densidad_variable_3d.csv,-0.0373792,-0.326095,0.241199,1
densidad_variable_3d.csv,0.155481,0.0933342,0.304201,1
densidad_variable_3d.csv,-0.189783,0.349473,0.186438,1
densidad_variable_3d.csv,-0.0473111,0.227124,-0.221259,1
densidad_variable_3d.csv,-0.164903,-0.121718,-0.105796,1
densidad_variable_3d.csv,-0.211312,0.244617,-0.0517709,1
densidad_variable_3d.csv,0.070501,-0.11407,-0.364121,1
densidad_variable_3d.csv,0.0540115,-0.382451,-0.0137268,1
densidad_variable_3d.csv,-0.273663,0.397455,0.182273,1
densidad_variable_3d.csv,0.0211508,0.252741,-0.169263,1
densidad_variable_3d.csv,0.108696,0.0399621,0.052804,1
densidad_variable_3d.csv,0.254471,0.146498,0.0577447,1
densidad_variable_3d.csv,-0.330977,-0.192009,-0.0245418,1
densidad_variable_3d.csv,0.0186745,-0.226041,0.482335,1
densidad_variable_3d.csv,0.303279,0.120424,0.0144074,1
densidad_variable_3d.csv,-0.0424418,-0.190384,0.0154961,1
densidad_variable_3d.csv,0.0515505,-0.248352,0.0668353,1
densidad_variable_3d.csv,-0.0310518,-0.381562,-0.172077,1
densidad_variable_3d.csv,-0.0827211,0.377538,0.111311,1
densidad_variable_3d.csv,-0.267096,0.0972073,-0.309461,1
densidad_variable_3d.csv,0.216538,-0.0942249,-0.0187272,1
densidad_variable_3d.csv,0.265159,-0.257433,-0.279424,1
densidad_variable_3d.csv,-0.11672,0.207676,-0.303869,1
densidad_variable_3d.csv,-0.566431,-0.0902318,0.110348,1
densidad_variable_3d.csv,0.240052,-0.0926323,-0.0822853,1
densidad_variable_3d.csv,0.23078,-0.373948,-0.0777042,1
densidad_variable_3d.csv,0.0380848,0.0898437,-0.101961,1
densidad_variable_3d.csv,0.0068882,-0.497665,-0.13165,1
densidad_variable_3d.csv,0.0907017,-0.196459,0.0117968,1
densidad_variable_3d.csv,0.0893745,-0.0685098,0.0340928,1
densidad_variable_3d.csv,-0.192547,-0.0413223,0.122043,1
densidad_variable_3d.csv,0.0313946,-0.117306,0.0448433,1
densidad_variable_3d.csv,0.142922,-0.409988,0.231815,1
densidad_variable_3d.csv,-0.0672509,0.085098,0.239449,1
densidad_variable_3d.csv,-0.274335,-0.141888,-0.0577097,1
densidad_variable_3d.csv,-0.156751,0.346987,-0.171354,1
densidad_variable_3d.csv,-0.111109,0.0408778,-0.24043,1
densidad_variable_3d.csv,-0.0791361,0.0634907,-0.0665721,1
densidad_variable_3d.csv,-0.0186774,-0.105866,-0.302894,1
densidad_variable_3d.csv,0.0643186,0.350987,0.00368033,1
densidad_variable_3d.csv,0.0450528,0.138545,-0.253866,1
densidad_variable_3d.csv,0.340503,0.0404658,0.326371,1
densidad_variable_3d.csv,-0.146607,0.363612,0.155031,1
densidad_variable_3d.csv,0.110608,0.0468049,-0.0497057,1
densidad_variable_3d.csv,0.240106,0.028072,-0.393414,1
densidad_variable_3d.csv,-0.223437,-0.0371692,0.0619998,1
densidad_variable_3d.csv,-0.0113177,0.243794,-0.39022,1
densidad_variable_3d.csv,0.0287176,-0.363596,0.151942,1
densidad_variable_3d.csv,-0.0188917,0.083922,-0.172777,1
densidad_variable_3d.csv,0.255893,0.208345,0.116709,1
densidad_variable_3d.csv,-0.0259034,0.115971,-0.141379,1
densidad_variable_3d.csv,0.171111,0.329896,0.214122,1
densidad_variable_3d.csv,-0.14592,0.0722835,-0.258628,1
densidad_variable_3d.csv,0.114478,0.0901207,-0.373963,1
densidad_variable_3d.csv,-0.232357,-0.0566278,-0.0601719,1
densidad_variable_3d.csv,-0.241895,0.0777957,0.0502947,1
densidad_variable_3d.csv,-0.0388538,-0.151158,0.209741,1
densidad_variable_3d.csv,0.331081,-0.0967123,-0.122433,1
densidad_variable_3d.csv,0.0982415,-0.0716059,-0.0278794,1
densidad_variable_3d.csv,0.147931,-0.381871,0.26366,1
densidad_variable_3d.csv,0.0145361,-0.0822986,-0.0178468,1
densidad_variable_3d.csv,-0.00751413,-0.34624,0.298988,1
densidad_variable_3d.csv,0.00826513,0.0886004,0.19031,1
densidad_variable_3d.csv,-0.204232,0.0946944,-0.0535282,1
densidad_variable_3d.csv,0.169354,-0.425445,-0.0198189,1
densidad_variable_3d.csv,-0.120564,0.0864526,0.0940088,1
densidad_variable_3d.csv,-0.141525,-0.142435,-0.0221331,1
densidad_variable_3d.csv,-0.179328,0.168397,-0.0738414,1
densidad_variable_3d.csv,-0.581398,-0.0749644,-0.207709,1
densidad_variable_3d.csv,-0.326255,-0.247485,0.0218817,1
densidad_variable_3d.csv,0.265728,0.0626369,-0.121301,1
densidad_variable_3d.csv,0.0911808,-0.0918181,-0.13892,1
densidad_variable_3d.csv,-0.230873,-0.350366,-0.0779847,1
densidad_variable_3d.csv,0.0316107,-0.0193247,-0.0831934,1
densidad_variable_3d.csv,-0.189149,0.121649,-0.263426,1
densidad_variable_3d.csv,0.155206,-0.200443,-0.150487,1
densidad_variable_3d.csv,-0.293357,-0.10028,0.195062,1
densidad_variable_3d.csv,0.103126,0.195684,0.104429,1
densidad_variable_3d.csv,-0.220734,-0.0661578,-0.15604,1
densidad_variable_3d.csv,0.266115,-0.239358,0.17874,1
densidad_variable_3d.csv,0.178591,0.365924,-0.0819373,1
densidad_variable_3d.csv,0.142464,0.45633,-0.123528,1
densidad_variable_3d.csv,-0.307008,-0.376002,0.142542,1
densidad_variable_3d.csv,-0.37663,-0.0744638,0.0874626,1
densidad_variable_3d.csv,3.09259,3.21272,3.11114,2
densidad_variable_3d.csv,3.63943,2.52384,2.6615,2
densidad_variable_3d.csv,2.61367,3.4151,3.4502,2
densidad_variable_3d.csv,3.22561,3.59175,2.41098,2
densidad_variable_3d.csv,3.83361,3.76162,3.36781,2
densidad_variable_3d.csv,3.8909,2.17169,2.73778,2
densidad_variable_3d.csv,2.63235,3.36074,2.47493,2
densidad_variable_3d.csv,3.37875,3.68527,3.3476,2
densidad_variable_3d.csv,3.14188,2.50606,2.57657,2
densidad_variable_3d.csv,3.62481,3.38967,2.98049,2
densidad_variable_3d.csv,2.79105,1.9871,2.46457,2
densidad_variable_3d.csv,3.95571,2.35977,3.09474,2
densidad_variable_3d.csv,3.50372,2.37254,3.09236,2
densidad_variable_3d.csv,3.46896,3.00625,4.4342,2
densidad_variable_3d.csv,2.1657,3.52936,2.9136,2
densidad_variable_3d.csv,3.38596,3.22065,2.63342,2
densidad_variable_3d.csv,3.1145,2.07105,3.30162,2
densidad_variable_3d.csv,3.14908,3.31933,3.52906,2
densidad_variable_3d.csv,3.18381,3.07404,2.55947,2
densidad_variable_3d.csv,2.64389,3.59337,3.71817,2
densidad_variable_3d.csv,2.88094,3.023,2.54769,2
densidad_variable_3d.csv,3.58638,3.33271,3.97061,2
densidad_variable_3d.csv,2.56084,2.811,3.11572,2
densidad_variable_3d.csv,3.32324,2.89217,2.56352,2
densidad_variable_3d.csv,3.4407,3.36057,2.54186,2
densidad_variable_3d.csv,3.67772,3.5851,3.06715,2
densidad_variable_3d.csv,3.0398,3.27703,2.56915,2
densidad_variable_3d.csv,3.01502,1.92381,3.43823,2
densidad_variable_3d.csv,2.21925,3.75171,2.83494,2
densidad_variable_3d.csv,2.89417,2.68613,2.85598,2
