archivo,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Cluster
hiperesferas_4d.csv,-0.682987,-0.621967,0.12408,0.42883,2
hiperesferas_4d.csv,-0.497914,-0.0954896,-0.298485,0.829934,2
hiperesferas_4d.csv,-0.119389,-0.184841,0.526661,0.686812,2
hiperesferas_4d.csv,2.04158,-1.1532,-0.855997,-1.65534,1
hiperesferas_4d.csv,0.840606,-0.113317,-0.105103,-2.98538,1
hiperesferas_4d.csv,0.892835,0.624756,-0.0498377,-0.149045,2
hiperesferas_4d.csv,0.26313,-0.0551147,-1.96077,2.26928,1
hiperesferas_4d.csv,1.06397,1.96656,0.566604,1.89761,1
hiperesferas_4d.csv,0.965292,-1.64929,2.27193,0.214918,1
hiperesferas_4d.csv,2.42063,0.192276,1.87313,-0.0282456,1
hiperesferas_4d.csv,-0.902692,1.32368,0.430727,2.56262,1
hiperesferas_4d.csv,1.62391,1.55187,1.12101,1.47034,1
hiperesferas_4d.csv,-1.9484,0.96923,1.4781,1.412,1
hiperesferas_4d.csv,-0.681041,-1.0812,2.35738,-1.37913,1
hiperesferas_4d.csv,2.16986,-2.07951,-0.483124,0.571908,1
hiperesferas_4d.csv,-0.658164,-0.184325,-0.577499,-0.362187,2
hiperesferas_4d.csv,1.51063,2.40506,-0.506734,0.531885,1
hiperesferas_4d.csv,0.829496,-1.8984,-0.859108,-2.18477,1
hiperesferas_4d.csv,-0.812125,-0.0232528,0.418529,-0.479986,2
hiperesferas_4d.csv,0.200463,0.179493,0.394764,-0.786145,2
hiperesferas_4d.csv,-0.372803,-0.641246,2.70941,1.19851,1
hiperesferas_4d.csv,0.330866,-0.137635,0.237016,0.92779,2
hiperesferas_4d.csv,0.699077,-0.0810675,-0.125289,0.756626,2
hiperesferas_4d.csv,-1.85299,0.0655683,1.54718,-1.90641,1
hiperesferas_4d.csv,-0.163798,0.0220711,-0.879493,0.66464,2
hiperesferas_4d.csv,0.770481,-0.684547,-0.219606,-0.0711463,2
hiperesferas_4d.csv,-0.396246,2.55435,-0.892313,0.945072,1
hiperesferas_4d.csv,0.773036,-2.665,0.851852,-0.392825,1
hiperesferas_4d.csv,2.49225,0.148191,-0.905723,1.2487,1
hiperesferas_4d.csv,2.23868,-2.03702,-1.26149,0.298929,1
hiperesferas_4d.csv,1.98537,-2.11544,-0.638852,-0.532759,1
hiperesferas_4d.csv,0.327742,-0.95186,2.89288,-0.116495,1
hiperesferas_4d.csv,0.378464,-1.63137,0.178966,2.52518,1
hiperesferas_4d.csv,-0.203034,-0.374145,0.187864,-0.751976,2
hiperesferas_4d.csv,-0.489779,0.830202,0.683027,0.129686,2
hiperesferas_4d.csv,0.558894,-0.699456,-0.0070295,0.546866,2
hiperesferas_4d.csv,-1.42663,-2.06585,-1.86376,0.387932,1
hiperesferas_4d.csv,0.0882283,-0.133703,-2.22836,2.11251,1
hiperesferas_4d.csv,-0.056049,2.08461,-2.2395,-0.539259,1
hiperesferas_4d.csv,-0.361093,1.18294,2.50375,0.743218,1
hiperesferas_4d.csv,0.16597,0.814916,0.336371,-0.180612,2
hiperesferas_4d.csv,0.590623,0.612291,0.670899,0.285688,2
hiperesferas_4d.csv,0.271063,0.663589,-0.422969,-0.216241,2
hiperesferas_4d.csv,-0.563894,2.44802,-1.28241,1.14217,1
hiperesferas_4d.csv,-0.0736184,-2.12101,-2.03221,0.0755559,1
hiperesferas_4d.csv,0.551161,1.16533,2.42261,-1.33783,1
hiperesferas_4d.csv,-0.642808,-0.665031,-0.358216,-0.514244,2
hiperesferas_4d.csv,-0.584721,-1.28755,1.22108,2.14814,1
hiperesferas_4d.csv,0.464871,-1.77069,2.16311,0.054134,1
hiperesferas_4d.csv,-0.0408181,1.0179,-0.0792544,0.46678,2
hiperesferas_4d.csv,1.05043,-0.300802,0.323369,0.142643,2
hiperesferas_4d.csv,-2.62602,-0.313278,-1.12648,-0.60403,1
hiperesferas_4d.csv,-0.607612,2.06368,-0.847105,2.101,1
hiperesferas_4d.csv,0.00782241,0.269106,1.85959,2.31882,1
hiperesferas_4d.csv,1.00206,-1.1928,-2.16944,1.67588,1
hiperesferas_4d.csv,0.210094,2.16102,-1.92343,0.912207,1
hiperesferas_4d.csv,0.831719,-0.506659,-0.116608,-0.196113,2
hiperesferas_4d.csv,0.945527,0.362302,-0.282741,0.211888,2
hiperesferas_4d.csv,-2.45623,1.54988,0.915573,-0.476084,1
hiperesferas_4d.csv,-0.0824228,-0.894916,0.172052,0.0828083,2
hiperesferas_4d.csv,0.705446,0.924663,-0.114074,2.90836,1
hiperesferas_4d.csv,-1.19483,-2.07551,1.01748,1.53911,1
hiperesferas_4d.csv,1.10237,2.10086,-1.37877,1.35549,1
hiperesferas_4d.csv,0.318701,0.107732,0.157265,0.854763,2
hiperesferas_4d.csv,-0.277815,-0.917314,0.206661,0.376444,2
hiperesferas_4d.csv,0.957126,-1.17784,0.678772,2.38107,1
hiperesferas_4d.csv,0.960237,2.35633,-1.57162,0.356828,1
hiperesferas_4d.csv,-0.342757,-0.944401,-0.017874,-0.0132435,2
hiperesferas_4d.csv,2.51714,-0.334592,1.40559,-0.932682,1
hiperesferas_4d.csv,0.203211,-2.16921,-1.64405,1.24869,1
hiperesferas_4d.csv,-0.670853,0.367308,0.267819,-2.9276,1
hiperesferas_4d.csv,1.41586,2.05339,-1.45487,0.77197,1
hiperesferas_4d.csv,-1.64592,1.52291,0.820707,-1.31782,1
hiperesferas_4d.csv,0.509359,-0.919115,-2.22594,-1.74795,1
hiperesferas_4d.csv,-1.32064,-0.432082,2.40311,1.40029,1
hiperesferas_4d.csv,-2.04079,1.74295,-0.81912,-1.20352,1
hiperesferas_4d.csv,-0.0353765,-2.03785,2.10631,-0.394695,1
hiperesferas_4d.csv,-1.49191,-2.13137,0.425961,-1.37282,1
hiperesferas_4d.csv,1.79219,-1.97702,0.8989,-0.550358,1
hiperesferas_4d.csv,-0.104707,0.628614,-0.669135,-0.175297,2
hiperesferas_4d.csv,-1.42577,1.81489,-0.126975,-2.00668,1
hiperesferas_4d.csv,0.0764467,0.493606,-0.433853,0.974926,2
hiperesferas_4d.csv,1.85812,1.51066,-1.50393,-0.431421,1
hiperesferas_4d.csv,-0.421031,0.842275,0.0789377,-0.141056,2
hiperesferas_4d.csv,2.42799,0.967508,0.461644,-1.69456,1
hiperesferas_4d.csv,0.0808153,-0.216224,-1.01611,-0.396517,2
hiperesferas_4d.csv,-0.237702,0.692392,-0.472376,-0.202703,2
hiperesferas_4d.csv,0.986001,-2.47946,-0.745416,-0.826202,1
hiperesferas_4d.csv,-0.61311,-0.410089,-2.09738,2.11539,1
hiperesferas_4d.csv,-0.419506,0.783541,0.40528,0.839926,2
hiperesferas_4d.csv,-1.80475,2.23935,-0.784104,-0.488665,1
hiperesferas_4d.csv,-2.63419,-0.847621,-0.328542,-1.20622,1
hiperesferas_4d.csv,1.94437,-1.54274,1.60738,0.00302334,1
hiperesferas_4d.csv,-0.943072,-2.65413,0.252515,-0.654083,1
hiperesferas_4d.csv,-1.42069,0.658306,1.68395,1.78462,1
hiperesferas_4d.csv,1.06645,-1.85804,-2.14948,-0.521991,1
hiperesferas_4d.csv,-1.84663,-0.655351,0.796759,-1.97534,1
hiperesferas_4d.csv,-0.728046,-0.538089,2.84355,-0.200482,1
hiperesferas_4d.csv,0.682974,0.150026,-0.217439,-0.384323,2
hiperesferas_4d.csv,0.3672,0.499788,-0.67591,-0.160591,2
hiperesferas_4d.csv,2.15897,1.64199,-1.11429,0.709165,1
hiperesferas_4d.csv,0.614624,-0.0591473,0.511783,0.478576,2
hiperesferas_4d.csv,-0.589713,0.798901,-0.0168465,-0.379456,2
hiperesferas_4d.csv,-0.865393,-0.455183,-0.651287,0.150463,2
hiperesferas_4d.csv,2.36327,-1.46899,0.155309,0.759565,1
hiperesferas_4d.csv,1.37879,-2.52504,-0.478712,0.821263,1
hiperesferas_4d.csv,0.0340308,0.336093,0.352601,0.982991,2
hiperesferas_4d.csv,-2.11606,1.62614,-1.17922,0.930464,1
hiperesferas_4d.csv,-0.31925,1.52167,1.94944,-1.64471,1
hiperesferas_4d.csv,-0.125508,-0.0798168,-0.910357,0.0531948,2
hiperesferas_4d.csv,0.458148,0.11476,0.63179,-0.296383,2
hiperesferas_4d.csv,0.229625,-0.4937,0.0611834,-2.89636,1
hiperesferas_4d.csv,1.18316,0.198726,-0.550048,-2.60358,1
hiperesferas_4d.csv,-0.706067,-0.300214,-0.249402,-0.608197,2
hiperesferas_4d.csv,2.54157,0.99805,0.58702,-0.636259,1
hiperesferas_4d.csv,0.693782,0.0929832,0.599191,0.00726209,2
hiperesferas_4d.csv,1.51004,-0.978723,-1.79722,-1.64906,1
hiperesferas_4d.csv,0.507101,2.83216,-0.41509,0.233732,1
hiperesferas_4d.csv,2.43003,0.0133127,-1.83612,-0.195004,1
hiperesferas_4d.csv,0.188863,0.0619112,0.63708,0.427843,2
hiperesferas_4d.csv,2.53987,1.21531,0.649383,-0.887285,1
hiperesferas_4d.csv,-1.2512,-1.97455,0.26611,1.50401,1
hiperesferas_4d.csv,-0.93883,-0.48135,-0.000585962,-0.204552,2
hiperesferas_4d.csv,1.43534,1.79825,-1.90098,-0.490209,1
hiperesferas_4d.csv,-0.252799,-0.209824,-0.55803,0.743783,2
hiperesferas_4d.csv,0.415795,0.659714,0.171839,-0.751194,2
hiperesferas_4d.csv,-1.60492,1.21893,-1.60661,1.58371,1
hiperesferas_4d.csv,0.293088,0.316411,-0.893431,-0.466699,2
hiperesferas_4d.csv,-0.782628,-0.545331,2.72456,0.995153,1
hiperesferas_4d.csv,-0.792235,0.349964,0.105831,-0.3108,2
hiperesferas_4d.csv,-0.815689,0.313068,-0.382291,0.0321839,2
hiperesferas_4d.csv,-1.36699,2.60965,0.0895658,0.0695374,1
hiperesferas_4d.csv,2.65366,0.439968,-1.01711,-0.616341,1
hiperesferas_4d.csv,2.45345,0.503171,0.440359,1.76823,1
hiperesferas_4d.csv,1.85635,-1.4275,1.8899,0.255149,1
hiperesferas_4d.csv,-0.262802,-1.61571,1.89337,-1.48238,1
hiperesferas_4d.csv,2.4658,1.50906,1.13512,0.39663,1
hiperesferas_4d.csv,-1.1979,1.8557,-1.04745,-1.48334,1
hiperesferas_4d.csv,0.0188963,-1.45509,-1.99179,-1.42293,1
hiperesferas_4d.csv,-0.768801,-0.528061,0.158194,-0.0886557,2
hiperesferas_4d.csv,-2.84296,-0.163062,-0.607504,-0.199045,1
hiperesferas_4d.csv,-1.77507,-1.91467,0.658004,-1.16897,1
hiperesferas_4d.csv,0.0354243,0.285938,-1.13415,0.176531,2
hiperesferas_4d.csv,-1.03186,-0.609481,-2.81627,0.471675,1
hiperesferas_4d.csv,-0.439905,-1.39703,1.40884,2.15721,1
hiperesferas_4d.csv,-0.553838,-0.472217,0.329034,0.786179,2
hiperesferas_4d.csv,-2.18704,-0.3176,2.03219,-0.188909,1
hiperesferas_4d.csv,-0.532658,-1.323,-2.40593,1.00688,1
hiperesferas_4d.csv,2.14327,0.497769,-1.8564,-0.421699,1
hiperesferas_4d.csv,-0.934202,0.519404,0.169173,-0.380227,2
hiperesferas_4d.csv,0.219758,0.77823,-0.136114,-0.337959,2
hiperesferas_4d.csv,-0.357848,0.273777,0.301773,0.926919,2
hiperesferas_4d.csv,0.67395,1.34998,-2.70078,-0.0664479,1
hiperesferas_4d.csv,1.35807,-0.67681,-2.60556,0.0430335,1
hiperesferas_4d.csv,-0.822414,0.362256,0.184153,0.328993,2
hiperesferas_4d.csv,-1.83797,-2.14358,-1.42546,0.0571528,1
hiperesferas_4d.csv,0.891313,-1.38663,-2.19157,1.11087,1
hiperesferas_4d.csv,-1.9853,-0.995428,-0.990718,-1.50301,1
hiperesferas_4d.csv,-0.598379,-0.468007,-1.4392,-2.43461,1
hiperesferas_4d.csv,-1.20855,0.303715,0.64203,2.55625,1
hiperesferas_4d.csv,0.416657,0.394178,-0.0227883,0.972671,2
hiperesferas_4d.csv,0.591245,1.6896,-2.03574,-0.973624,1
hiperesferas_4d.csv,0.198176,-0.692371,2.29155,-1.4983,1
hiperesferas_4d.csv,1.02624,-0.276663,1.28307,-2.47665,1
hiperesferas_4d.csv,-0.408945,-0.0130011,-0.553328,0.692779,2
hiperesferas_4d.csv,0.642155,2.75953,0.382853,-0.468379,1
hiperesferas_4d.csv,-1.00281,-0.989875,-1.30844,-2.20031,1
hiperesferas_4d.csv,-0.600822,1.34056,-2.55006,-0.355493,1
hiperesferas_4d.csv,1.29698,0.728693,1.20031,2.22734,1
hiperesferas_4d.csv,2.34887,0.92203,-0.363632,-1.58232,1
hiperesferas_4d.csv,1.10866,-0.171193,2.30333,-1.1666,1
hiperesferas_4d.csv,-1.26667,-0.35156,-1.71613,2.10063,1
hiperesferas_4d.csv,0.167566,-0.619726,-0.650556,-0.175347,2
hiperesferas_4d.csv,0.0404758,-0.0524132,0.620297,-0.854126,2
hiperesferas_4d.csv,-0.603387,0.665636,0.144392,-0.446336,2
hiperesferas_4d.csv,-0.991324,-0.272241,0.0686594,0.0346578,2
hiperesferas_4d.csv,1.9567,-1.56426,1.0012,0.790866,1
hiperesferas_4d.csv,-1.6372,-1.39962,-1.80416,0.841988,1
hiperesferas_4d.csv,0.0806833,-0.568471,-0.715846,-0.348633,2
hiperesferas_4d.csv,2.09377,-1.56014,1.40995,-0.0988385,1
hiperesferas_4d.csv,1.15794,1.8346,-1.3007,-1.37123,1
hiperesferas_4d.csv,1.30589,-1.41047,1.71442,-1.66077,1
hiperesferas_4d.csv,1.56557,1.20877,-1.74389,1.45725,1
hiperesferas_4d.csv,0.430765,0.635248,-0.542296,-0.455832,2
hiperesferas_4d.csv,0.00201916,-2.04837,1.23114,1.98714,1
hiperesferas_4d.csv,0.713654,1.98548,1.88406,1.02662,1
hiperesferas_4d.csv,0.778249,-0.134171,0.338052,0.542997,2
hiperesferas_4d.csv,-0.544344,-0.444859,-0.186797,-0.570461,2
hiperesferas_4d.csv,1.47634,2.34192,-0.0999631,0.597332,1
hiperesferas_4d.csv,0.329465,1.47899,-2.41328,-0.272838,1
hiperesferas_4d.csv,-0.208017,-1.98676,-2.34603,0.204573,1
hiperesferas_4d.csv,0.261985,2.39487,-0.254635,1.72264,1
hiperesferas_4d.csv,2.63262,1.18333,-1.05076,-1.10256,1
hiperesferas_4d.csv,0.48456,-1.57818,1.24311,2.09041,1
hiperesferas_4d.csv,-1.91731,-0.267416,-1.60929,-1.55822,1
hiperesferas_4d.csv,2.54248,1.76343,-0.561038,0.444845,1
hiperesferas_4d.csv,-2.10842,-0.757544,1.67694,0.626824,1
hiperesferas_4d.csv,1.02022,-1.13694,2.15218,-1.37821,1
hiperesferas_4d.csv,-2.70943,0.546679,0.307986,-1.08529,1
hiperesferas_4d.csv,-0.599266,0.326433,-0.0591022,-0.822147,2
hiperesferas_4d.csv,1.24824,-1.77093,1.66365,1.1628,1
hiperesferas_4d.csv,0.902837,-2.16627,-0.548058,1.79225,1
hiperesferas_4d.csv,2.31315,1.73765,-0.655631,0.719543,1
hiperesferas_4d.csv,-2.54705,1.49133,0.0416335,0.61962,1
hiperesferas_4d.csv,-1.69697,0.269019,2.02837,1.53092,1
hiperesferas_4d.csv,0.630186,-0.703177,0.438296,0.192385,2
hiperesferas_4d.csv,0.787542,0.334165,0.141119,-0.0857365,2
hiperesferas_4d.csv,-1.04718,-2.71787,0.383937,-0.674978,1
hiperesferas_4d.csv,1.58005,-1.13207,2.19139,-0.724456,1
hiperesferas_4d.csv,-2.70271,-0.315219,0.718732,-1.23074,1
hiperesferas_4d.csv,-2.35127,-2.00096,0.401863,0.279087,1
hiperesferas_4d.csv,-1.77087,0.511687,-0.856151,-2.31667,1
hiperesferas_4d.csv,1.00651,-0.165917,-0.219089,0.276594,2
hiperesferas_4d.csv,-0.0716509,-0.373735,0.91541,0.367106,2
hiperesferas_4d.csv,1.3048,-1.86063,-0.138049,-2.00204,1
hiperesferas_4d.csv,0.616633,1.64655,2.18503,0.703083,1
hiperesferas_4d.csv,-2.53506,0.1981,-0.257297,1.36586,1
hiperesferas_4d.csv,-0.190625,0.761172,0.67173,-0.420301,2
hiperesferas_4d.csv,-0.577744,-0.60341,-0.754646,0.138718,2
hiperesferas_4d.csv,0.293418,-0.394716,1.58139,-2.37847,1
hiperesferas_4d.csv,-0.182457,0.88824,-0.527796,0.452457,2
hiperesferas_4d.csv,0.143174,-2.19018,1.83773,0.709181,1
hiperesferas_4d.csv,-0.25783,-2.34845,1.82014,-1.00966,1
hiperesferas_4d.csv,-1.53434,1.74522,1.84604,-0.749364,1
hiperesferas_4d.csv,0.0354083,1.90278,0.142014,-2.35054,1
hiperesferas_4d.csv,-0.852463,-0.447114,-0.134838,-0.170572,2
hiperesferas_4d.csv,-1.69845,-1.0591,0.452479,2.35945,1
hiperesferas_4d.csv,0.269831,0.0695796,0.783172,0.511824,2
hiperesferas_4d.csv,-1.01474,-2.65011,-0.195953,0.273714,1
hiperesferas_4d.csv,1.85515,0.842414,2.28161,-0.332274,1
hiperesferas_4d.csv,-1.38658,-0.753853,-0.255388,-2.55334,1
hiperesferas_4d.csv,0.258673,1.78143,2.20428,-1.30847,1
hiperesferas_4d.csv,-0.554414,0.510876,2.61846,-0.999274,1
hiperesferas_4d.csv,0.165922,-0.0938048,0.275099,0.913758,2
hiperesferas_4d.csv,-2.27169,0.827167,0.594293,1.676,1
hiperesferas_4d.csv,0.957561,1.96504,2.00767,0.68133,1
hiperesferas_4d.csv,-0.301487,-0.559708,2.31124,-1.03415,1
hiperesferas_4d.csv,0.422379,0.835097,-0.628657,-0.173433,2
hiperesferas_4d.csv,-0.59394,1.94042,2.00246,0.580011,1
hiperesferas_4d.csv,-1.06962,-2.03554,1.43269,1.41116,1
hiperesferas_4d.csv,-0.337909,2.89183,-0.265975,-1.19386,1
hiperesferas_4d.csv,-2.26737,1.0817,1.40361,0.522917,1
hiperesferas_4d.csv,-0.685131,0.0964194,-1.12028,-0.274274,2
hiperesferas_4d.csv,-1.38029,2.41591,0.355612,-0.0755004,1
hiperesferas_4d.csv,-2.00362,-1.9502,-0.246422,0.134921,1
hiperesferas_4d.csv,-1.14563,0.863941,-1.3648,-2.35406,1
hiperesferas_4d.csv,-0.0601847,0.107823,-0.955801,-0.212146,2
hiperesferas_4d.csv,0.604384,0.159762,-1.22372,-2.64632,1
hiperesferas_4d.csv,0.423247,-0.711348,0.484827,0.176822,2
hiperesferas_4d.csv,-0.327078,0.248128,-0.562056,-0.589574,2
hiperesferas_4d.csv,0.780281,-0.2548,-0.384415,-0.724059,2
hiperesferas_4d.csv,-0.180554,1.99859,0.328822,-2.21762,1
hiperesferas_4d.csv,0.32129,0.703082,-0.547981,-0.239649,2
hiperesferas_4d.csv,-2.60621,1.10618,0.57922,-0.766777,1
hiperesferas_4d.csv,0.357698,-0.764582,-0.16573,-0.226472,2
hiperesferas_4d.csv,1.90365,1.68864,-0.813373,1.16418,1
hiperesferas_4d.csv,-0.669661,0.717169,-2.47616,1.17799,1
hiperesferas_4d.csv,1.02257,-2.55569,1.22103,-0.494108,1
hiperesferas_4d.csv,-0.136514,1.50369,0.772818,2.43889,1
hiperesferas_4d.csv,-2.25518,-1.93116,-0.102495,-0.53612,1
hiperesferas_4d.csv,-0.987139,-1.26633,1.51734,-2.00845,1
hiperesferas_4d.csv,0.265845,0.521402,-0.469662,0.695786,2
hiperesferas_4d.csv,-0.62061,0.153613,-0.845656,-0.197762,2
hiperesferas_4d.csv,-1.04677,2.09185,0.114046,-2.06473,1
hiperesferas_4d.csv,-0.534334,-0.806116,-0.403992,0.365875,2
hiperesferas_4d.csv,0.472192,-0.223422,-1.57358,-2.41122,1
hiperesferas_4d.csv,2.27328,0.29262,1.69685,-0.417289,1
hiperesferas_4d.csv,-1.24549,-0.738182,2.81309,0.215372,1
hiperesferas_4d.csv,-0.645684,-0.496844,0.47701,0.325774,2
hiperesferas_4d.csv,-0.895151,-0.564439,0.340209,-0.0981288,2
hiperesferas_4d.csv,0.685789,-2.0475,1.98239,-0.969334,1
hiperesferas_4d.csv,-0.623607,-0.926915,1.93181,2.31443,1
hiperesferas_4d.csv,0.233169,1.02809,-0.108016,0.361137,2
hiperesferas_4d.csv,0.0988215,-0.574674,0.895429,0.259791,2
hiperesferas_4d.csv,-2.26813,-0.489126,-2.13329,-0.243914,1
hiperesferas_4d.csv,-1.14416,-1.25344,-1.7944,-1.81229,1
hiperesferas_4d.csv,0.928973,-1.77061,2.36893,0.138442,1
hiperesferas_4d.csv,0.0390421,1.81524,-0.780591,-2.10824,1
hiperesferas_4d.csv,-1.9573,0.0769056,1.78065,1.8786,1
hiperesferas_4d.csv,-2.25709,-0.465119,-0.275913,1.88483,1
hiperesferas_4d.csv,2.51449,-1.40208,-0.187866,-0.850927,1
hiperesferas_4d.csv,-1.62755,1.98374,-0.443516,-1.16092,1
hiperesferas_4d.csv,-0.0944526,-0.221647,1.5584,2.69826,1
hiperesferas_4d.csv,2.79273,-0.069452,-1.17114,0.0846905,1
hiperesferas_4d.csv,0.583489,-0.316232,-0.216552,0.837653,2
hiperesferas_4d.csv,0.994221,-0.232675,1.27015,2.42751,1
hiperesferas_4d.csv,-0.303971,-0.997275,-0.184332,-0.367304,2
hiperesferas_4d.csv,-0.222649,0.700673,2.63667,-1.34807,1
hiperesferas_4d.csv,0.763419,1.82566,2.4001,-0.0413925,1
hiperesferas_4d.csv,0.725551,1.78165,-0.140659,2.43124,1
hiperesferas_4d.csv,1.83765,2.34743,0.343687,0.320308,1
hiperesferas_4d.csv,1.36354,0.472486,-2.33444,-1.34988,1
hiperesferas_4d.csv,0.670723,0.439742,0.29192,-0.726616,2
hiperesferas_4d.csv,-0.63264,1.68291,-2.12828,-1.19511,1
hiperesferas_4d.csv,-0.590966,-0.334038,-0.754898,0.16969,2
hiperesferas_4d.csv,1.24624,0.602097,-2.00488,-1.81722,1
hiperesferas_4d.csv,0.83876,2.82845,-0.934864,0.379711,1
hiperesferas_4d.csv,1.77825,0.789525,0.483664,-2.03699,1
hiperesferas_4d.csv,-1.42686,-0.754999,2.07678,-1.50572,1
hiperesferas_4d.csv,-0.183996,0.598715,0.786968,-0.458782,2
hiperesferas_4d.csv,-0.451383,-2.50729,-0.67876,1.61199,1
