archivo,Dimension_1,Dimension_2,Dimension_3,Cluster
espiral_3d.csv,0.111414,0.138925,0.243412,1
espiral_3d.csv,0.0677259,-0.0669238,0.159762,1
espiral_3d.csv,-0.00965739,0.0521137,0.054318,1
espiral_3d.csv,0.123061,0.169134,0.0137187,1
espiral_3d.csv,0.104161,0.103355,0.0990439,1
espiral_3d.csv,0.142713,0.15302,0.17047,1
espiral_3d.csv,0.173475,0.159487,-0.0701342,1
espiral_3d.csv,0.140398,0.166856,0.162984,1
espiral_3d.csv,0.0671837,0.0578447,0.034682,1
espiral_3d.csv,0.190983,0.232043,0.0533481,1
espiral_3d.csv,0.228938,0.14597,0.0836675,1
espiral_3d.csv,0.117678,0.213308,0.130656,1
espiral_3d.csv,0.366948,0.058504,0.15191,1
espiral_3d.csv,0.0868669,0.0619301,0.101015,1
espiral_3d.csv,0.153814,0.445858,0.0856895,1
espiral_3d.csv,0.027222,0.186571,-0.101358,1
espiral_3d.csv,0.131073,0.166145,0.187568,1
espiral_3d.csv,0.237526,0.119499,0.0950487,1
espiral_3d.csv,0.0633123,0.0624013,0.143102,1
espiral_3d.csv,0.0121901,0.139132,0.0145967,1
espiral_3d.csv,0.194004,0.366156,-0.0140427,1
espiral_3d.csv,-0.0469176,0.178972,0.119688,1
espiral_3d.csv,0.159459,0.152303,0.100056,1
espiral_3d.csv,0.173413,0.306475,-0.0733828,1
espiral_3d.csv,0.0986956,0.22933,0.0323265,1
espiral_3d.csv,0.307492,0.149941,0.121997,1
espiral_3d.csv,0.188619,0.159901,-0.0565292,1
espiral_3d.csv,0.0886498,0.327531,0.0964406,1
espiral_3d.csv,0.0452259,0.322718,0.0990546,1
espiral_3d.csv,0.0770622,0.250665,0.211209,1
espiral_3d.csv,0.364313,0.324013,0.25212,1
espiral_3d.csv,0.0734626,0.144269,0.144371,1
espiral_3d.csv,0.132547,0.144566,0.122611,1
espiral_3d.csv,0.159386,0.294009,0.192571,1
espiral_3d.csv,0.146028,0.212808,0.0927541,1
espiral_3d.csv,-0.00563325,0.447511,0.147491,1
espiral_3d.csv,0.0889593,0.18166,0.441714,1
espiral_3d.csv,0.00114705,0.237137,0.191734,1
espiral_3d.csv,0.165389,0.381273,0.332913,1
espiral_3d.csv,0.152724,0.185306,0.12846,1
espiral_3d.csv,0.129485,0.503128,0.0163756,1
espiral_3d.csv,0.215405,0.319658,0.241941,1
espiral_3d.csv,0.081248,0.222746,0.235247,1
espiral_3d.csv,0.153044,0.409475,0.160832,1
espiral_3d.csv,0.0236257,0.161626,0.246101,1
espiral_3d.csv,0.121859,0.226113,0.112309,1
espiral_3d.csv,0.0285107,0.179526,0.0863999,1
espiral_3d.csv,-0.0426238,0.291656,0.0963004,1
espiral_3d.csv,-0.0965123,0.540182,0.297426,1
espiral_3d.csv,-0.0164276,0.370123,0.215921,1
espiral_3d.csv,0.175727,0.265913,0.285387,1
espiral_3d.csv,-0.00316895,0.219011,0.250592,1
espiral_3d.csv,0.17556,0.616141,0.0602077,1
espiral_3d.csv,0.1111,0.321046,0.260518,1
espiral_3d.csv,-0.111255,0.240348,0.106597,1
espiral_3d.csv,0.0381395,0.307034,0.252092,1
espiral_3d.csv,0.127246,0.435532,0.350067,1
espiral_3d.csv,0.0603182,0.258229,0.326528,1
espiral_3d.csv,-0.0477338,0.475214,0.349566,1
espiral_3d.csv,0.0523654,0.238715,0.102373,1
espiral_3d.csv,0.132756,0.37548,0.204154,1
espiral_3d.csv,0.0700202,0.465985,0.226078,1
espiral_3d.csv,-0.0331993,0.368944,0.28599,1
espiral_3d.csv,0.0364291,0.378231,0.310413,1
espiral_3d.csv,-0.0385498,0.322436,0.128307,1
espiral_3d.csv,-0.13036,0.38389,0.329579,1
espiral_3d.csv,-0.119955,0.433391,0.142539,1
espiral_3d.csv,-0.0725539,0.266834,0.188156,1
espiral_3d.csv,-0.0730861,0.47504,0.23454,1
espiral_3d.csv,-0.180861,0.53248,0.235245,1
espiral_3d.csv,-0.0485996,0.426064,0.16444,1
espiral_3d.csv,-0.0541852,0.477333,0.0435286,1
espiral_3d.csv,-0.137475,0.406939,0.245837,1
espiral_3d.csv,0.0279948,0.357784,0.172426,1
espiral_3d.csv,-0.15043,0.357192,0.189506,1
espiral_3d.csv,-0.0300353,0.334207,0.269008,1
espiral_3d.csv,-0.285342,0.385559,0.195279,1
espiral_3d.csv,0.0442028,0.41617,0.0101059,1
espiral_3d.csv,-0.331395,0.448862,0.293609,1
espiral_3d.csv,-0.102273,0.463874,0.35046,1
espiral_3d.csv,-0.202177,0.538113,0.0730347,1
espiral_3d.csv,-0.247195,0.269268,0.210754,1
espiral_3d.csv,-0.16989,0.462575,0.246429,1
espiral_3d.csv,-0.266661,0.433173,0.0924976,1
espiral_3d.csv,-0.046299,0.422705,0.195356,1
espiral_3d.csv,-0.0325167,0.329549,0.133688,1
espiral_3d.csv,-0.309891,0.447527,0.291411,1
espiral_3d.csv,-0.135225,0.711885,0.025307,1
espiral_3d.csv,-0.157306,0.399174,0.193611,1
espiral_3d.csv,-0.289203,0.36404,0.422707,1
espiral_3d.csv,-0.152099,0.457092,0.391358,1
espiral_3d.csv,-0.396737,0.321382,0.0404615,1
espiral_3d.csv,-0.324632,0.470124,0.270546,1
espiral_3d.csv,-0.249008,0.312172,0.342578,1
espiral_3d.csv,-0.249275,0.525725,0.074988,1
espiral_3d.csv,-0.251424,0.332603,0.226534,1
espiral_3d.csv,-0.238508,0.459265,0.183114,1
espiral_3d.csv,-0.300722,0.295592,0.385297,1
espiral_3d.csv,-0.331311,0.559005,0.219619,1
espiral_3d.csv,-0.372599,0.368948,0.361892,1
espiral_3d.csv,-0.400665,0.507853,0.238031,1
espiral_3d.csv,-0.536818,0.384199,0.160367,1
espiral_3d.csv,-0.345345,0.319835,0.372878,1
espiral_3d.csv,-0.367368,0.418569,0.347871,1
espiral_3d.csv,-0.271401,0.431579,0.207164,1
espiral_3d.csv,-0.554725,0.362049,0.224565,1
espiral_3d.csv,-0.376157,0.39301,0.357082,1
espiral_3d.csv,-0.457692,0.418496,0.408689,1
espiral_3d.csv,-0.371735,0.414675,0.232098,1
espiral_3d.csv,-0.478752,0.331899,0.240194,1
espiral_3d.csv,-0.349357,0.390855,0.161319,1
espiral_3d.csv,-0.257583,0.440927,0.157604,1
espiral_3d.csv,-0.488037,0.415707,0.47076,1
espiral_3d.csv,-0.564089,0.497712,0.442251,1
espiral_3d.csv,-0.525536,0.367647,0.200673,1
espiral_3d.csv,-0.492375,0.386831,0.372271,1
espiral_3d.csv,-0.37233,0.310573,0.111576,1
espiral_3d.csv,-0.492748,0.40943,0.335252,1
espiral_3d.csv,-0.532519,0.387047,0.463857,1
espiral_3d.csv,-0.470856,0.331531,0.264295,1
espiral_3d.csv,-0.535136,0.526639,0.297986,1
espiral_3d.csv,-0.529193,0.308633,0.428217,1
espiral_3d.csv,-0.340229,0.395628,0.328598,1
espiral_3d.csv,-0.541466,0.10564,0.396837,1
espiral_3d.csv,-0.540588,0.380213,0.253178,1
espiral_3d.csv,-0.601235,0.289388,0.428489,1
espiral_3d.csv,-0.60937,0.531673,0.371415,1
espiral_3d.csv,-0.707685,0.303274,0.265163,1
espiral_3d.csv,-0.808089,0.468604,0.402647,1
espiral_3d.csv,-0.543774,0.317532,0.196133,1
espiral_3d.csv,-0.653804,0.377314,0.231214,1
espiral_3d.csv,-0.866867,0.262378,0.324163,1
espiral_3d.csv,-0.608279,0.349704,0.404101,1
espiral_3d.csv,-0.603996,0.387981,0.190445,1
espiral_3d.csv,-0.587341,0.32247,0.220388,1
espiral_3d.csv,-0.795897,0.176425,0.280192,1
espiral_3d.csv,-0.57796,0.180584,0.262713,1
espiral_3d.csv,-0.722035,0.344738,0.351655,1
espiral_3d.csv,-0.686238,0.212531,0.481558,1
espiral_3d.csv,-0.750542,0.345559,0.375404,1
espiral_3d.csv,-0.698843,0.454398,0.250792,1
espiral_3d.csv,-0.725208,0.0711899,0.453605,1
espiral_3d.csv,-0.527817,0.351377,0.482755,1
espiral_3d.csv,-0.723248,0.137641,0.195245,1
espiral_3d.csv,-0.506499,0.210673,0.315169,1
espiral_3d.csv,-0.583728,0.0559431,0.407029,1
espiral_3d.csv,-0.740087,0.206367,0.362011,1
espiral_3d.csv,-0.874047,0.139173,0.475257,1
espiral_3d.csv,-0.737841,0.198084,0.267819,1
espiral_3d.csv,-0.743344,0.046921,0.449072,1
espiral_3d.csv,-0.743195,0.167024,0.485147,1
espiral_3d.csv,-0.682634,0.113821,0.278557,1
espiral_3d.csv,-0.757348,0.0215423,0.345974,1
espiral_3d.csv,-0.799615,-0.0349454,0.186649,1
espiral_3d.csv,-0.833883,0.0704369,0.249567,1
espiral_3d.csv,-0.770219,0.229036,0.488692,1
espiral_3d.csv,-0.611961,0.0658951,0.505139,1
espiral_3d.csv,-0.853044,-0.0500142,0.116476,1
espiral_3d.csv,-0.666168,0.155958,0.337075,1
espiral_3d.csv,-0.814111,-0.0860838,0.43266,1
espiral_3d.csv,-0.679953,-0.197723,0.43734,1
espiral_3d.csv,-0.823636,-0.0249776,0.444298,1
espiral_3d.csv,-0.818102,-0.0596653,0.379013,1
espiral_3d.csv,-0.70535,-0.0205355,0.424461,1
espiral_3d.csv,-0.93236,-0.113486,0.494271,1
espiral_3d.csv,-0.804161,-0.0230002,0.583058,1
espiral_3d.csv,-0.706514,-0.0930673,0.357309,1
espiral_3d.csv,-1.06795,-0.132752,0.377809,1
espiral_3d.csv,-0.775552,-0.144932,0.380374,1
espiral_3d.csv,-0.994293,-0.23726,0.46208,1
espiral_3d.csv,-0.646296,-0.166827,0.449198,1
espiral_3d.csv,-0.723938,-0.25206,0.4551,1
espiral_3d.csv,-0.894297,-0.0984666,0.435561,1
espiral_3d.csv,-0.791227,-0.277265,0.493126,1
espiral_3d.csv,-0.613184,-0.313926,0.390449,1
espiral_3d.csv,-0.798835,-0.148693,0.370472,1
espiral_3d.csv,-1.10539,-0.105679,0.504479,1
espiral_3d.csv,-0.996234,-0.31668,0.587249,1
espiral_3d.csv,-0.676759,-0.176442,0.414821,1
espiral_3d.csv,-0.812589,-0.297833,0.547258,1
espiral_3d.csv,-0.907567,-0.379803,0.537464,1
espiral_3d.csv,-0.823261,-0.175903,0.371287,1
espiral_3d.csv,-0.822888,-0.420557,0.441177,1
espiral_3d.csv,-0.963593,-0.39168,0.298817,1
espiral_3d.csv,-0.744416,-0.285888,0.271418,1
espiral_3d.csv,-0.678228,-0.122462,0.451047,1
espiral_3d.csv,-0.873276,-0.104449,0.316552,1
espiral_3d.csv,-0.804438,-0.383614,0.584965,1
espiral_3d.csv,-0.767495,-0.466145,0.357334,1
espiral_3d.csv,-0.834406,-0.531688,0.459237,1
espiral_3d.csv,-0.853133,-0.595114,0.581971,1
espiral_3d.csv,-0.842703,-0.587237,0.441633,1
espiral_3d.csv,-0.782053,-0.649776,0.493625,1
espiral_3d.csv,-0.889292,-0.31872,0.514859,1
espiral_3d.csv,-0.819983,-0.579017,0.453968,1
espiral_3d.csv,-0.713861,-0.521705,0.444751,1
espiral_3d.csv,-0.76418,-0.59417,0.434148,1
espiral_3d.csv,-0.973202,-0.451009,0.50035,1
espiral_3d.csv,-0.836304,-0.373068,0.481174,1
espiral_3d.csv,-0.856637,-0.491787,0.514279,1
espiral_3d.csv,-0.707357,-0.63451,0.521526,1
espiral_3d.csv,-0.766513,-0.550762,0.287984,1
espiral_3d.csv,-0.776975,-0.448506,0.403774,1
espiral_3d.csv,-0.786951,-0.679821,0.361002,1
espiral_3d.csv,-0.940105,-0.672321,0.49807,1
espiral_3d.csv,-0.716966,-0.677917,0.490791,1
espiral_3d.csv,-0.601599,-0.696564,0.43108,1
espiral_3d.csv,-0.723895,-0.633593,0.631693,1
espiral_3d.csv,-0.750227,-0.695556,0.526328,1
espiral_3d.csv,-0.778032,-0.717239,0.347927,1
espiral_3d.csv,-0.846774,-0.69634,0.458109,1
espiral_3d.csv,-0.640469,-0.748437,0.400858,1
espiral_3d.csv,-0.655785,-0.883484,0.639598,1
espiral_3d.csv,-0.777154,-0.793167,0.398275,1
espiral_3d.csv,-0.57455,-0.82003,0.452638,1
espiral_3d.csv,-0.536045,-0.79712,0.558171,1
espiral_3d.csv,-0.70901,-0.953595,0.519229,1
espiral_3d.csv,-0.632014,-0.763388,0.50252,1
espiral_3d.csv,-0.568617,-1.00115,0.701356,1
espiral_3d.csv,-0.594288,-0.781695,0.430905,1
espiral_3d.csv,-0.535548,-0.994233,0.561723,1
espiral_3d.csv,-0.590178,-0.873372,0.588316,1
espiral_3d.csv,-0.665817,-0.956927,0.566253,1
espiral_3d.csv,-0.320473,-0.914311,0.581636,1
espiral_3d.csv,-0.528479,-0.718138,0.349802,1
espiral_3d.csv,-0.495562,-1.08661,0.275869,1
espiral_3d.csv,-0.462278,-0.921615,0.500045,1
espiral_3d.csv,-0.489403,-0.637068,0.504713,1
espiral_3d.csv,-0.414295,-1.02298,0.562056,1
espiral_3d.csv,-0.475419,-1.01006,0.716424,1
espiral_3d.csv,-0.319933,-0.966094,0.306115,1
espiral_3d.csv,-0.459579,-0.720031,0.515472,1
espiral_3d.csv,-0.298757,-0.856501,0.562437,1
espiral_3d.csv,-0.478637,-1.25438,0.610959,1
espiral_3d.csv,-0.461087,-1.00317,0.419563,1
espiral_3d.csv,-0.391073,-1.02714,0.573406,1
espiral_3d.csv,-0.460756,-0.920323,0.488859,1
espiral_3d.csv,-0.501233,-1.06019,0.553988,1
espiral_3d.csv,-0.302032,-0.922123,0.528908,1
espiral_3d.csv,-0.314154,-1.17747,0.63661,1
espiral_3d.csv,-0.267661,-1.11772,0.366089,1
espiral_3d.csv,-0.125353,-1.20682,0.499431,1
espiral_3d.csv,-0.217468,-1.21179,0.41121,1
espiral_3d.csv,-0.449016,-1.02786,0.508044,1
espiral_3d.csv,0.0729732,-1.20697,0.472419,1
espiral_3d.csv,-0.259244,-1.09054,0.519546,1
espiral_3d.csv,-0.124243,-1.21977,0.430409,1
espiral_3d.csv,-0.347896,-1.35105,0.518764,1
espiral_3d.csv,-0.180601,-1.19836,0.696913,1
espiral_3d.csv,-0.00996255,-1.17493,0.395182,1
espiral_3d.csv,-0.171537,-1.2074,0.510863,1
espiral_3d.csv,-0.166582,-1.21845,0.539924,1
espiral_3d.csv,-0.142156,-1.13767,0.616617,1
espiral_3d.csv,-0.15131,-1.0365,0.484576,1
espiral_3d.csv,-0.203525,-1.13035,0.502844,1
espiral_3d.csv,0.00902348,-1.41331,0.725832,1
espiral_3d.csv,0.062897,-1.32722,0.440711,1
espiral_3d.csv,0.181797,-1.25483,0.507172,1
espiral_3d.csv,-0.193008,-1.21979,0.569821,1
espiral_3d.csv,0.124294,-1.32793,0.442566,1
espiral_3d.csv,0.117102,-1.09035,0.439481,1
espiral_3d.csv,0.199528,-1.18995,0.707779,1
espiral_3d.csv,0.10383,-1.4483,0.585404,1
espiral_3d.csv,0.236441,-1.2875,0.563806,1
espiral_3d.csv,0.132482,-1.48981,0.771739,1
espiral_3d.csv,0.0797152,-1.15069,0.597936,1
espiral_3d.csv,0.315456,-1.16174,0.585116,1
espiral_3d.csv,0.120261,-1.12331,0.423266,1
espiral_3d.csv,0.294193,-1.31342,0.737841,1
espiral_3d.csv,0.265793,-1.1392,0.622813,1
espiral_3d.csv,0.0945449,-1.28944,0.683856,1
espiral_3d.csv,0.306624,-1.08468,0.658946,1
espiral_3d.csv,0.213515,-1.28147,0.630912,1
espiral_3d.csv,0.0990515,-1.03325,0.666797,1
espiral_3d.csv,0.473469,-1.35705,0.749081,1
espiral_3d.csv,0.594259,-1.32914,0.703767,1
espiral_3d.csv,0.39159,-1.3492,0.677917,1
espiral_3d.csv,0.495231,-1.25223,0.747222,1
espiral_3d.csv,0.265602,-1.33861,0.646292,1
espiral_3d.csv,0.455233,-1.25745,0.715594,1
espiral_3d.csv,0.526205,-1.0963,0.624323,1
espiral_3d.csv,0.553792,-1.22264,0.844021,1
espiral_3d.csv,0.432689,-0.963158,0.644129,1
espiral_3d.csv,0.396789,-1.03214,0.655233,1
espiral_3d.csv,0.639827,-1.04147,0.67844,1
espiral_3d.csv,0.51584,-1.06084,0.646722,1
espiral_3d.csv,0.663966,-1.36798,0.693347,1
espiral_3d.csv,0.551799,-0.981121,0.712959,1
espiral_3d.csv,0.659875,-1.09131,0.552809,1
espiral_3d.csv,0.818397,-0.933939,0.693946,1
espiral_3d.csv,0.835235,-1.18277,0.576945,1
espiral_3d.csv,0.700348,-1.07479,0.61926,1
espiral_3d.csv,0.770023,-1.07971,0.56083,1
espiral_3d.csv,0.78804,-1.01572,0.67981,1
espiral_3d.csv,0.871259,-1.21517,0.71146,1
espiral_3d.csv,0.65871,-1.19585,0.603574,1
espiral_3d.csv,0.701182,-1.12989,0.647254,1
espiral_3d.csv,0.898652,-1.09752,0.512108,1
espiral_3d.csv,0.948384,-1.13906,0.666801,1
espiral_3d.csv,0.898359,-1.02499,0.784093,1
espiral_3d.csv,0.920814,-1.12034,0.894533,1
espiral_3d.csv,0.91143,-1.03785,0.775071,1
espiral_3d.csv,0.935892,-0.971749,0.929899,1
espiral_3d.csv,0.902247,-1.03166,0.694341,1
espiral_3d.csv,1.05558,-1.13841,0.488129,1
espiral_3d.csv,0.908232,-1.13867,0.644204,1
espiral_3d.csv,1.03555,-1.05154,0.546006,1
espiral_3d.csv,1.01043,-0.863063,0.521193,1
espiral_3d.csv,1.10355,-0.854098,0.788101,1
espiral_3d.csv,1.16123,-0.701805,0.659085,1
espiral_3d.csv,1.06801,-0.949494,0.696894,1
espiral_3d.csv,1.22782,-1.02787,0.612594,1
espiral_3d.csv,1.22954,-0.776548,0.664388,1
espiral_3d.csv,1.19435,-0.829291,0.85273,1
espiral_3d.csv,1.13325,-0.745388,0.968906,1
espiral_3d.csv,1.20228,-0.827237,0.778951,1
espiral_3d.csv,1.12239,-0.577275,0.726716,1
espiral_3d.csv,1.14786,-0.883228,0.820433,1
espiral_3d.csv,1.27787,-0.832671,0.770358,1
espiral_3d.csv,1.05607,-0.747406,0.75999,1
espiral_3d.csv,1.39318,-0.825649,0.588881,1
espiral_3d.csv,1.14818,-0.864586,0.852384,1
espiral_3d.csv,1.40762,-0.680972,0.84285,1
espiral_3d.csv,1.28092,-0.704274,0.689419,1
espiral_3d.csv,1.25099,-0.831022,0.75115,1
espiral_3d.csv,1.29223,-0.582898,0.736079,1
espiral_3d.csv,1.29396,-0.725463,0.735944,1
espiral_3d.csv,1.39773,-0.733308,0.739478,1
espiral_3d.csv,1.36061,-0.671136,0.673947,1
espiral_3d.csv,1.37348,-0.692756,0.769727,1
espiral_3d.csv,1.27369,-0.452946,0.97052,1
espiral_3d.csv,1.28966,-0.485367,0.666065,1
espiral_3d.csv,1.49203,-0.644612,0.788799,1
espiral_3d.csv,1.31253,-0.51783,0.63964,1
espiral_3d.csv,1.49364,-0.559626,0.799941,1
espiral_3d.csv,1.38825,-0.465928,0.761522,1
espiral_3d.csv,1.35741,-0.411759,0.901782,1
espiral_3d.csv,1.36638,-0.293695,0.900561,1
espiral_3d.csv,1.37284,-0.534234,0.782949,1
espiral_3d.csv,1.40964,-0.179496,0.758236,1
espiral_3d.csv,1.39374,-0.458483,0.865747,1
espiral_3d.csv,1.42607,-0.316581,0.854339,1
espiral_3d.csv,1.44364,-0.302546,0.759104,1
espiral_3d.csv,1.56891,-0.215665,0.740751,1
espiral_3d.csv,1.5151,-0.288508,0.617004,1
espiral_3d.csv,1.54229,-0.0385104,0.678395,1
espiral_3d.csv,1.44665,-0.291017,0.841228,1
espiral_3d.csv,1.57585,-0.195832,0.678969,1
espiral_3d.csv,1.54691,-0.312302,0.787115,1
espiral_3d.csv,1.63111,-0.256653,0.621523,1
espiral_3d.csv,1.7078,-0.168241,0.890372,1
espiral_3d.csv,1.53997,-0.0986375,0.82262,1
espiral_3d.csv,1.4721,-0.0444198,0.742632,1
espiral_3d.csv,1.43317,0.000994199,0.756452,1
espiral_3d.csv,1.55385,-0.128718,0.943925,1
espiral_3d.csv,1.66115,0.113896,0.756242,1
espiral_3d.csv,1.40408,0.238078,0.782679,1
espiral_3d.csv,1.50523,0.10989,0.907503,1
espiral_3d.csv,1.58051,0.221601,0.901093,1
espiral_3d.csv,1.47746,0.0520028,0.890549,1
espiral_3d.csv,1.31571,0.130171,0.653714,1
espiral_3d.csv,1.54077,0.141061,0.762974,1
espiral_3d.csv,1.53423,0.0871377,1.02999,1
espiral_3d.csv,1.77681,0.106632,0.961014,1
espiral_3d.csv,1.5503,0.261813,0.798477,1
espiral_3d.csv,1.52403,0.373398,0.819395,1
espiral_3d.csv,1.54168,0.170729,0.719449,1
espiral_3d.csv,1.42409,0.328634,0.691144,1
espiral_3d.csv,1.56013,0.490687,0.932743,1
espiral_3d.csv,1.58148,0.371267,1.0028,1
espiral_3d.csv,1.63438,0.373522,0.674215,1
espiral_3d.csv,1.61884,0.515582,0.755654,1
espiral_3d.csv,1.60529,0.422652,0.802418,1
espiral_3d.csv,1.32366,0.463196,0.91976,1
espiral_3d.csv,1.50513,0.516989,0.74923,1
espiral_3d.csv,1.5997,0.516438,0.732903,1
espiral_3d.csv,1.69186,0.65732,0.768338,1
espiral_3d.csv,1.60289,0.644481,0.895061,1
espiral_3d.csv,1.37774,0.717682,0.775863,1
espiral_3d.csv,1.505,0.907051,0.865022,1
espiral_3d.csv,1.49532,0.448929,0.975813,1
espiral_3d.csv,1.39216,0.595255,0.805704,1
espiral_3d.csv,1.6606,0.799002,0.825057,1
espiral_3d.csv,1.54162,0.68765,0.856808,1
espiral_3d.csv,1.50952,0.870499,0.941563,1
espiral_3d.csv,1.54253,0.763236,0.921029,1
espiral_3d.csv,1.47444,0.717036,0.80852,1
espiral_3d.csv,1.48215,0.941906,0.832498,1
espiral_3d.csv,1.3424,0.882108,0.864198,1
espiral_3d.csv,1.47108,0.993857,0.956747,1
espiral_3d.csv,1.38181,0.865568,0.752837,1
espiral_3d.csv,1.49941,1.09725,0.827351,1
espiral_3d.csv,1.39325,1.12409,0.911417,1
espiral_3d.csv,1.44844,0.883219,0.930736,1
espiral_3d.csv,1.29889,0.913656,0.830188,1
espiral_3d.csv,1.31978,1.02949,0.722769,1
espiral_3d.csv,1.46037,1.18883,0.674135,1
espiral_3d.csv,1.44803,1.01926,0.956568,1
espiral_3d.csv,1.3286,1.12725,0.854363,1
espiral_3d.csv,1.4415,1.02428,0.935659,1
espiral_3d.csv,1.41484,1.24355,1.10935,1
espiral_3d.csv,1.23582,1.29111,0.86827,1
espiral_3d.csv,1.39563,1.21787,0.842093,1
espiral_3d.csv,1.38607,1.19252,0.74161,1
espiral_3d.csv,1.18653,1.32638,1.02409,1
espiral_3d.csv,1.23167,1.41887,0.751069,1
espiral_3d.csv,1.15817,1.28053,0.877433,1
espiral_3d.csv,1.19244,1.40056,0.84641,1
espiral_3d.csv,1.17907,1.34878,0.800304,1
espiral_3d.csv,1.13454,1.36049,0.878387,1
espiral_3d.csv,1.12944,1.40372,0.853667,1
espiral_3d.csv,1.23349,1.30022,0.826802,1
espiral_3d.csv,1.36379,1.3341,0.765525,1
espiral_3d.csv,1.13844,1.25062,0.879376,1
espiral_3d.csv,1.25839,1.32398,0.706708,1
espiral_3d.csv,0.872331,1.58814,1.01938,1
espiral_3d.csv,0.949066,1.58615,1.04793,1
espiral_3d.csv,1.15677,1.5124,0.680764,1
espiral_3d.csv,0.873304,1.51323,0.887019,1
espiral_3d.csv,0.913605,1.68635,1.04236,1
espiral_3d.csv,0.891873,1.70252,0.952683,1
espiral_3d.csv,0.891796,1.70119,0.926144,1
espiral_3d.csv,1.06709,1.4842,0.869404,1
espiral_3d.csv,0.824291,1.68914,1.04972,1
espiral_3d.csv,0.809805,1.51976,1.00918,1
espiral_3d.csv,0.86272,1.48422,0.926547,1
espiral_3d.csv,0.60287,1.62799,0.838648,1
espiral_3d.csv,0.817159,1.7218,0.802372,1
espiral_3d.csv,0.798281,1.58201,0.965944,1
espiral_3d.csv,0.602615,1.7037,0.985362,1
espiral_3d.csv,0.709607,1.88845,0.928712,1
espiral_3d.csv,0.661264,1.72505,0.957138,1
espiral_3d.csv,0.647443,1.77266,0.760566,1
espiral_3d.csv,0.60924,1.8322,0.874926,1
espiral_3d.csv,0.419982,1.95616,0.994089,1
espiral_3d.csv,0.497578,1.70727,0.864765,1
espiral_3d.csv,0.622554,1.8467,0.89389,1
espiral_3d.csv,0.514822,1.76303,1.10104,1
espiral_3d.csv,0.570448,1.8089,0.890086,1
espiral_3d.csv,0.144433,1.71805,0.821008,1
espiral_3d.csv,0.390614,1.84377,0.822423,1
espiral_3d.csv,0.319605,1.93667,1.01174,1
espiral_3d.csv,0.128166,1.88258,0.822627,1
espiral_3d.csv,0.378509,1.98263,0.87316,1
espiral_3d.csv,0.181734,1.86643,0.739686,1
espiral_3d.csv,0.261744,1.89315,1.06398,1
espiral_3d.csv,0.0879293,1.86591,0.818316,1
espiral_3d.csv,0.0667859,1.81653,1.07057,1
espiral_3d.csv,0.0666629,1.95357,0.934897,1
espiral_3d.csv,-0.0213463,1.93026,1.03489,1
espiral_3d.csv,-0.0462198,2.03344,0.892005,1
espiral_3d.csv,-0.00493356,2.01055,0.912635,1
espiral_3d.csv,0.0157917,1.93046,0.993918,1
espiral_3d.csv,-0.257502,1.7829,1.04458,1
espiral_3d.csv,0.0527051,1.87826,0.960582,1
