archivo,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Cluster
anillo_centro_4d.csv,-0.162425,-0.318632,0.0652734,0.00248796,2
anillo_centro_4d.csv,0.501727,0.106551,-0.262605,0.125196,2
anillo_centro_4d.csv,0.658918,2.52955,3.11918,1.21286,1
anillo_centro_4d.csv,-0.0714291,-0.0690321,0.347799,-0.399189,2
anillo_centro_4d.csv,-0.079759,-0.122456,0.271258,-0.237721,2
anillo_centro_4d.csv,1.77901,2.85335,2.50484,0.529643,1
anillo_centro_4d.csv,0.297368,-0.0692114,-0.0191606,0.273384,2
anillo_centro_4d.csv,-1.6243,0.742874,2.78983,3.09967,1
anillo_centro_4d.csv,0.363551,0.464368,-0.201578,0.100147,2
anillo_centro_4d.csv,0.325331,-0.448356,-0.137617,-0.479774,2
anillo_centro_4d.csv,0.521818,0.704218,-0.0223909,0.198556,2
anillo_centro_4d.csv,-2.30113,-3.48648,-2.77931,-0.678985,1
anillo_centro_4d.csv,0.0279046,-1.84417,-2.83541,-1.78171,1
anillo_centro_4d.csv,-0.012579,0.110637,-0.639809,-0.0295736,2
anillo_centro_4d.csv,-0.0696775,1.83194,2.71989,2.21475,1
anillo_centro_4d.csv,0.727796,-1.44634,-3.37483,-2.66302,1
anillo_centro_4d.csv,-0.116886,-0.0781827,0.00845185,-0.0242232,2
anillo_centro_4d.csv,0.0509675,0.288249,0.179792,0.138587,2
anillo_centro_4d.csv,0.163039,0.341265,-0.010286,-0.127644,2
anillo_centro_4d.csv,0.325415,0.142662,-0.339966,0.640464,2
anillo_centro_4d.csv,2.73452,0.681023,-1.14222,-2.74545,1
anillo_centro_4d.csv,0.110339,-0.366965,0.330897,-0.0915639,2
anillo_centro_4d.csv,-0.567362,-0.321962,-0.350878,0.0821102,2
anillo_centro_4d.csv,-2.45706,-2.85237,-1.7061,0.60185,1
anillo_centro_4d.csv,-1.91763,-0.198153,1.97539,2.96196,1
anillo_centro_4d.csv,-2.31845,-3.10278,-1.90246,0.304768,1
anillo_centro_4d.csv,-0.00528552,0.0168761,-0.462208,-0.202211,2
anillo_centro_4d.csv,-0.0584209,-0.0503055,-0.317707,0.405113,2
anillo_centro_4d.csv,1.21126,-1.16613,-2.97491,-2.99198,1
anillo_centro_4d.csv,-2.14571,-3.17206,-2.54522,-0.080244,1
anillo_centro_4d.csv,-0.18889,-0.0407695,0.215163,0.00130089,2
anillo_centro_4d.csv,2.49932,3.19038,2.11374,-0.180018,1
anillo_centro_4d.csv,-1.07288,1.54183,2.52142,3.08425,1
anillo_centro_4d.csv,-2.27355,-3.3163,-2.52545,0.360314,1
anillo_centro_4d.csv,0.12733,0.117301,0.310338,-0.0611104,2
anillo_centro_4d.csv,-0.272969,1.8775,2.82644,2.33512,1
anillo_centro_4d.csv,-2.08515,-0.0900502,1.74413,3.00532,1
anillo_centro_4d.csv,-2.1045,-0.365243,1.91588,3.278,1
anillo_centro_4d.csv,0.890961,-0.819323,-2.3217,-2.38958,1
anillo_centro_4d.csv,1.18267,2.3925,2.43807,1.09457,1
anillo_centro_4d.csv,-2.22483,-2.9328,-2.20412,0.0767657,1
anillo_centro_4d.csv,-0.291162,-0.0824222,0.105088,-0.290888,2
anillo_centro_4d.csv,2.31432,-0.169363,-2.32792,-3.2645,1
anillo_centro_4d.csv,2.77585,2.39536,0.315974,-1.73746,1
anillo_centro_4d.csv,0.157541,0.0141957,-0.501482,0.112482,2
anillo_centro_4d.csv,0.127025,-0.174432,0.275928,-0.175196,2
anillo_centro_4d.csv,0.297154,0.251392,-0.0406882,0.0332343,2
anillo_centro_4d.csv,-0.334511,-0.0591194,0.604826,0.177708,2
anillo_centro_4d.csv,2.71684,2.668,0.445389,-1.56243,1
anillo_centro_4d.csv,-0.00345425,-0.156316,0.486167,0.0376051,2
anillo_centro_4d.csv,-0.23762,-0.226878,0.18985,-0.240151,2
anillo_centro_4d.csv,-0.0216207,-0.000316819,-0.182196,-0.0106308,2
anillo_centro_4d.csv,-1.70435,-0.387429,1.57176,2.63169,1
anillo_centro_4d.csv,-0.0429532,-0.414281,0.158643,0.0752632,2
anillo_centro_4d.csv,-2.26477,-0.202003,1.94131,3.12555,1
anillo_centro_4d.csv,2.43605,2.97212,1.61244,-0.566417,1
anillo_centro_4d.csv,0.377644,0.193989,0.374724,0.0614013,2
anillo_centro_4d.csv,1.8791,2.92821,1.89065,-0.00896812,1
anillo_centro_4d.csv,-0.860923,1.46055,2.51527,2.526,1
anillo_centro_4d.csv,-0.630745,0.321402,-0.238909,-0.167036,2
anillo_centro_4d.csv,0.149461,0.116776,0.117235,0.0657839,2
anillo_centro_4d.csv,3.1079,2.05119,-0.0688508,-2.28434,1
anillo_centro_4d.csv,-2.02055,-2.98591,-2.47103,-0.487477,1
anillo_centro_4d.csv,-0.220086,-0.30485,0.0324844,0.208691,2
anillo_centro_4d.csv,-2.34114,-3.08094,-1.90076,0.093875,1
anillo_centro_4d.csv,0.259224,-0.0886758,0.0462164,-0.190419,2
anillo_centro_4d.csv,-0.10607,0.196158,-0.178005,0.314758,2
anillo_centro_4d.csv,-1.63543,-3.18928,-2.56658,-0.901498,1
anillo_centro_4d.csv,2.40068,2.82577,2.08699,-0.629349,1
anillo_centro_4d.csv,2.98706,2.09385,0.018681,-2.15034,1
anillo_centro_4d.csv,2.89366,2.74367,0.96174,-1.48861,1
anillo_centro_4d.csv,0.665804,-1.73927,-2.3985,-2.33697,1
anillo_centro_4d.csv,-0.0971581,2.29584,3.31343,2.2817,1
anillo_centro_4d.csv,-2.99592,-2.95243,-0.962978,1.23859,1
anillo_centro_4d.csv,0.238242,0.319744,0.159153,-0.11944,2
anillo_centro_4d.csv,-2.81188,-1.16552,1.07947,2.81688,1
anillo_centro_4d.csv,3.19313,2.57719,1.35644,-1.25128,1
anillo_centro_4d.csv,-0.454244,-3.09319,-3.43114,-1.84224,1
anillo_centro_4d.csv,0.604099,0.0959172,-0.251981,-0.0214097,2
anillo_centro_4d.csv,0.265001,-0.204949,0.0991761,0.0136692,2
anillo_centro_4d.csv,2.79209,3.14286,1.11967,-0.852809,1
anillo_centro_4d.csv,1.48779,-0.613128,-2.21727,-2.6018,1
anillo_centro_4d.csv,-0.145808,0.0412471,-0.0755076,-0.403825,2
anillo_centro_4d.csv,-0.133332,-1.83107,-2.73028,-2.10765,1
anillo_centro_4d.csv,-2.78462,-3.04306,-1.79701,0.620974,1
anillo_centro_4d.csv,0.259701,-0.567543,0.385504,0.24766,2
anillo_centro_4d.csv,-0.00890054,0.0825479,-0.556234,0.345572,2
anillo_centro_4d.csv,-2.48766,-0.759211,1.653,2.87467,1
anillo_centro_4d.csv,-0.162091,-2.43222,-2.96394,-2.10965,1
anillo_centro_4d.csv,-0.0725923,0.0394843,-0.0944646,-0.305378,2
anillo_centro_4d.csv,-0.691055,0.0291553,-0.214729,-0.33048,2
anillo_centro_4d.csv,-0.0125701,0.326038,0.179651,0.211563,2
anillo_centro_4d.csv,-2.95859,-2.74967,-0.695145,1.73195,1
anillo_centro_4d.csv,0.500236,0.171948,0.244675,0.143801,2
anillo_centro_4d.csv,2.51466,2.96996,1.69684,-0.420692,1
anillo_centro_4d.csv,0.239371,-0.0656079,-0.169234,0.0640413,2
anillo_centro_4d.csv,-3.28972,-2.6218,-0.30176,1.89381,1
anillo_centro_4d.csv,-0.647256,1.42898,2.96946,2.16338,1
anillo_centro_4d.csv,-2.67265,-2.18454,-0.365806,1.64648,1
anillo_centro_4d.csv,-0.353778,-2.00575,-3.21552,-2.20486,1
anillo_centro_4d.csv,0.126607,0.0662614,-0.110034,-0.215018,2
anillo_centro_4d.csv,0.221099,-0.208726,0.229178,0.324173,2
anillo_centro_4d.csv,-3.09089,-2.30745,-0.521966,1.88848,1
anillo_centro_4d.csv,-0.00510313,-0.430768,0.375208,0.0260601,2
anillo_centro_4d.csv,-0.139488,0.170379,0.443522,0.302642,2
anillo_centro_4d.csv,1.01529,-1.31035,-2.65159,-2.52486,1
anillo_centro_4d.csv,1.1759,2.84393,2.64915,0.979623,1
anillo_centro_4d.csv,-1.31676,0.902451,2.58504,2.8776,1
anillo_centro_4d.csv,0.025245,0.165438,0.511317,-0.0269841,2
anillo_centro_4d.csv,0.250402,0.321496,-0.0925582,0.251706,2
anillo_centro_4d.csv,-0.251733,-0.204433,0.0771542,-0.128221,2
anillo_centro_4d.csv,-0.283536,0.0376124,-0.108133,-0.17046,2
anillo_centro_4d.csv,-1.08807,1.16973,2.36628,2.64994,1
anillo_centro_4d.csv,-0.308972,0.874487,0.0171734,0.166485,2
anillo_centro_4d.csv,-0.155211,0.201906,0.123259,0.544915,2
anillo_centro_4d.csv,0.32306,0.469543,0.230246,-0.254034,2
anillo_centro_4d.csv,0.0652324,2.18796,2.85176,2.30087,1
anillo_centro_4d.csv,3.11551,0.975875,-1.24978,-2.88417,1
anillo_centro_4d.csv,1.44692,-0.770774,-2.4699,-3.06185,1
anillo_centro_4d.csv,-0.191361,2.04054,2.93416,2.48052,1
anillo_centro_4d.csv,-0.214372,0.01925,-0.236691,0.47302,2
anillo_centro_4d.csv,1.6387,-0.637719,-2.37979,-2.74121,1
anillo_centro_4d.csv,2.84092,3.01435,1.41147,-1.24213,1
anillo_centro_4d.csv,-0.233854,-0.170751,0.218336,0.179154,2
anillo_centro_4d.csv,-0.167089,-0.0424911,-0.0567479,0.484363,2
anillo_centro_4d.csv,2.80486,2.12017,-0.0991259,-1.64675,1
anillo_centro_4d.csv,-0.142449,0.271048,0.301569,-0.206519,2
anillo_centro_4d.csv,-0.0362898,0.426955,0.183446,-0.0821447,2
anillo_centro_4d.csv,-1.80094,0.284014,2.13294,2.90874,1
anillo_centro_4d.csv,-1.26973,0.500925,2.53097,2.83503,1
anillo_centro_4d.csv,0.204428,-0.0201899,0.210167,-0.189693,2
anillo_centro_4d.csv,0.42984,0.390018,-0.0242948,0.0273064,2
anillo_centro_4d.csv,-0.198522,-0.192203,0.121295,0.0139694,2
anillo_centro_4d.csv,-2.72844,-1.04712,1.05559,2.57135,1
anillo_centro_4d.csv,-0.0264227,-0.405625,0.12867,0.0448767,2
anillo_centro_4d.csv,-0.168158,0.230173,0.357818,0.12675,2
anillo_centro_4d.csv,0.326154,0.271154,0.452489,-0.14594,2
anillo_centro_4d.csv,0.126427,0.281097,0.184485,0.0445706,2
anillo_centro_4d.csv,0.0829507,0.125479,0.243855,-0.128602,2
anillo_centro_4d.csv,0.982398,2.86074,2.61787,1.50466,1
anillo_centro_4d.csv,-0.0462402,0.831969,0.330528,0.439987,2
anillo_centro_4d.csv,1.23179,2.38572,2.59446,1.00498,1
anillo_centro_4d.csv,0.304984,-1.67147,-2.57107,-1.81317,1
anillo_centro_4d.csv,-0.33353,0.164703,0.100746,-0.137887,2
anillo_centro_4d.csv,-2.74804,-2.4153,-1.18431,1.31128,1
anillo_centro_4d.csv,0.149327,2.06732,2.75387,1.68061,1
anillo_centro_4d.csv,0.209087,-0.323235,0.504454,-0.392464,2
anillo_centro_4d.csv,-0.226398,0.257347,-0.0352619,-0.0474676,2
anillo_centro_4d.csv,-0.780545,-2.68759,-2.90815,-1.00196,1
anillo_centro_4d.csv,0.116794,0.520988,-0.190717,0.00108458,2
anillo_centro_4d.csv,1.1255,-1.19895,-2.73841,-2.54019,1
anillo_centro_4d.csv,3.09906,1.364,-1.33367,-2.81318,1
anillo_centro_4d.csv,0.731456,-1.78019,-3.04033,-2.52379,1
anillo_centro_4d.csv,-3.20442,-1.02596,1.18947,2.9867,1
