archivo,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Cluster
puentes_4d.csv,3.20813,3.94006,3.90319,4.45787,1
puentes_4d.csv,3.80651,4.15356,3.94617,3.76749,1
puentes_4d.csv,-0.161817,0.268611,0.304917,0.280076,1
puentes_4d.csv,-0.32537,-0.409041,0.11382,-0.113753,1
puentes_4d.csv,3.02506,3.1199,2.96532,3.05826,1
puentes_4d.csv,-0.499292,-0.214547,-0.435549,0.109661,1
puentes_4d.csv,3.32147,3.39135,3.16899,3.37169,1
puentes_4d.csv,1.37984,1.23277,1.17099,1.41169,1
puentes_4d.csv,-0.149271,0.0765533,-0.303185,0.0735796,1
puentes_4d.csv,0.218561,-0.0296279,-0.158997,-0.732923,1
puentes_4d.csv,2.40515,2.48582,2.34666,2.54458,1
puentes_4d.csv,0.568463,0.641152,0.653135,0.588543,1
puentes_4d.csv,2.60477,2.61637,2.6993,2.69378,1
puentes_4d.csv,1.20191,1.23687,1.16613,0.953023,1
puentes_4d.csv,-0.0973462,-0.0501001,0.57895,0.0574447,1
puentes_4d.csv,1.07988,1.10105,1.15964,1.17816,1
puentes_4d.csv,3.89728,3.3992,4.18848,3.67926,1
puentes_4d.csv,4.20501,3.761,3.75586,3.61903,1
puentes_4d.csv,0.122018,-0.134125,0.22805,-0.551179,1
puentes_4d.csv,4.63428,4.15308,4.33474,4.08968,1
puentes_4d.csv,0.0237681,-0.082319,-0.314698,-0.0225362,1
puentes_4d.csv,3.95763,3.97657,3.19765,4.20945,1
puentes_4d.csv,-1.87549,0.889613,1.05367,2.93051,-1
puentes_4d.csv,3.63672,4.19452,3.74355,3.81887,1
puentes_4d.csv,3.1119,4.19564,4.1243,3.73617,1
puentes_4d.csv,-1.59045,-1.47879,4.20893,-1.02379,-1
puentes_4d.csv,-0.315591,-0.210525,0.140265,-0.085366,1
puentes_4d.csv,-0.169764,0.102949,0.158443,0.29575,1
puentes_4d.csv,2.24743,2.26511,2.2699,2.36506,1
puentes_4d.csv,5.49324,-0.801617,1.38966,5.10884,-1
puentes_4d.csv,-0.169101,0.464377,0.352621,-0.0637949,1
puentes_4d.csv,4.2953,5.88507,3.90046,5.44116,-1
puentes_4d.csv,0.0817386,0.275365,-0.0393721,0.0818475,1
puentes_4d.csv,2.8549,2.7801,2.74936,2.73372,1
puentes_4d.csv,-0.510449,-0.0715695,0.124837,-0.0398404,1
puentes_4d.csv,0.114708,0.187078,0.310393,-0.191315,1
puentes_4d.csv,5.0088,4.27841,3.34127,2.79951,1
puentes_4d.csv,0.155857,0.188323,-0.290683,0.180314,1
puentes_4d.csv,1.12337,0.948538,1.01635,1.00941,1
puentes_4d.csv,3.88238,3.8582,3.732,4.06021,1
puentes_4d.csv,3.75093,4.52442,4.18267,4.09877,1
puentes_4d.csv,4.42842,4.05961,3.70282,3.84533,1
puentes_4d.csv,3.60133,3.90123,4.09982,4.03438,1
puentes_4d.csv,0.779596,3.06858,1.11128,3.28481,-1
puentes_4d.csv,4.16672,4.2826,4.24308,3.84481,1
puentes_4d.csv,3.63434,4.34647,4.08012,4.24584,1
puentes_4d.csv,1.13196,1.2565,1.24185,1.04067,1
puentes_4d.csv,0.319963,-0.278077,0.134529,-0.563843,1
puentes_4d.csv,4.00397,4.38639,4.25635,4.10594,1
puentes_4d.csv,0.39785,-0.156076,0.240463,0.0869387,1
puentes_4d.csv,4.18133,4.16537,4.31432,3.8488,1
puentes_4d.csv,3.46536,3.59188,3.57584,3.37977,1
puentes_4d.csv,3.72255,4.31743,3.7557,3.87653,1
puentes_4d.csv,4.48504,4.23129,4.30943,3.83026,1
puentes_4d.csv,4.17373,3.8349,3.92822,3.9415,1
puentes_4d.csv,4.17257,4.04977,4.66301,4.07907,1
puentes_4d.csv,-0.120424,0.202047,-0.124127,0.202789,1
puentes_4d.csv,-0.0880592,4.07319,-0.428632,5.75687,-1
puentes_4d.csv,4.03166,3.92394,4.02539,3.81358,1
puentes_4d.csv,3.38203,4.32556,3.87201,3.97859,1
puentes_4d.csv,-0.245745,-0.0444132,0.306362,0.136713,1
puentes_4d.csv,-0.220565,0.150375,0.303822,0.0836223,1
puentes_4d.csv,1.63991,1.62066,1.84905,1.56242,1
puentes_4d.csv,-0.61572,0.180171,-0.473235,-0.271977,1
puentes_4d.csv,5.72869,-0.0552949,4.12559,2.32172,-1
puentes_4d.csv,0.0631013,-0.133013,-0.0906287,0.68131,1
puentes_4d.csv,2.73896,2.82736,2.73448,2.82552,1
puentes_4d.csv,0.471972,0.381007,0.166132,-0.647832,1
puentes_4d.csv,4.22571,4.0764,4.21514,4.37927,1
puentes_4d.csv,1.5311,0.130561,4.57955,-1.1099,-1
puentes_4d.csv,3.18741,3.16521,3.24856,3.17503,1
puentes_4d.csv,3.78886,4.13152,4.35425,4.18114,1
puentes_4d.csv,1.98503,1.87707,1.89469,2.02251,1
puentes_4d.csv,4.00134,3.92078,4.12795,4.13203,1
puentes_4d.csv,0.482125,0.221348,-0.121128,-0.634364,1
puentes_4d.csv,-0.0371066,0.266458,-0.0208869,-0.0286958,1
puentes_4d.csv,4.03305,3.79398,3.84313,4.31329,1
puentes_4d.csv,4.57691,3.89913,4.34299,4.18459,1
puentes_4d.csv,3.83532,4.06923,3.63493,4.12511,1
puentes_4d.csv,3.12515,2.99332,3.15994,3.05484,1
puentes_4d.csv,1.71298,1.48733,1.63936,1.49342,1
puentes_4d.csv,0.0862862,-0.191419,0.14278,-0.116009,1
puentes_4d.csv,-1.81237,-1.80566,5.13009,3.76924,-1
puentes_4d.csv,4.28746,3.89996,4.61124,3.4841,1
puentes_4d.csv,3.96745,3.74953,3.80796,4.25167,1
puentes_4d.csv,1.32087,1.2248,1.26855,1.18087,1
puentes_4d.csv,1.37694,1.29418,1.29174,1.26741,1
puentes_4d.csv,3.58907,3.55491,3.4916,3.38189,1
puentes_4d.csv,1.26466,1.38397,1.31813,1.36023,1
puentes_4d.csv,2.08138,1.34301,1.34752,-1.04956,-1
puentes_4d.csv,3.45731,3.7057,4.09625,4.13703,1
puentes_4d.csv,-0.246113,-0.186799,0.0903871,0.0464736,1
puentes_4d.csv,-1.36726,4.28539,-0.611253,3.25284,-1
puentes_4d.csv,1.56916,1.66939,1.63793,1.59449,1
puentes_4d.csv,-0.245483,-0.196393,0.0173126,-0.238889,1
puentes_4d.csv,-1.44584,3.61969,-1.38129,0.0555574,-1
puentes_4d.csv,3.6559,4.11734,4.21698,4.37833,1
puentes_4d.csv,0.675203,-0.171287,-0.451038,-0.0697072,1
puentes_4d.csv,3.78767,4.2067,4.32385,4.15072,1
puentes_4d.csv,5.35841,-0.435633,0.832626,2.28279,-1
puentes_4d.csv,2.28028,0.179685,3.42217,2.33563,-1
puentes_4d.csv,4.51902,3.85021,3.57676,3.83655,1
puentes_4d.csv,-1.96686,2.30483,5.39305,5.86685,-1
puentes_4d.csv,2.13285,-0.565388,5.87481,2.62087,-1
puentes_4d.csv,3.81669,4.17573,4.07788,3.76157,1
puentes_4d.csv,-0.547508,0.0579282,0.131841,0.414652,1
puentes_4d.csv,4.35739,4.18718,4.2132,4.05278,1
puentes_4d.csv,4.41775,-0.161893,-0.701362,3.11429,-1
puentes_4d.csv,-0.0520421,-0.507525,0.110312,-0.454504,1
puentes_4d.csv,-1.66286,2.56433,3.79461,0.269849,-1
puentes_4d.csv,0.28023,0.091962,0.353513,-0.370069,1
puentes_4d.csv,-0.164687,0.541791,0.45566,-0.1062,1
puentes_4d.csv,4.19289,4.13526,3.9336,3.55822,1
puentes_4d.csv,-0.869583,2.24061,-1.71175,5.27738,-1
puentes_4d.csv,4.64975,4.2845,4.10046,4.10525,1
puentes_4d.csv,3.93379,5.74493,5.96664,-1.59072,-1
puentes_4d.csv,3.98115,4.4562,-0.68355,3.82685,-1
puentes_4d.csv,0.0178157,0.776103,-0.190911,0.155903,1
puentes_4d.csv,1.39444,4.8892,1.75706,0.300678,-1
puentes_4d.csv,4.47166,3.40969,3.50273,4.24881,1
puentes_4d.csv,4.05543,4.40036,4.30404,3.72187,1
puentes_4d.csv,5.61248,5.79806,0.867288,4.57235,-1
puentes_4d.csv,3.60127,3.6818,3.65938,3.72559,1
puentes_4d.csv,-0.30149,0.192066,0.412497,-0.0391334,1
puentes_4d.csv,-0.134854,-0.266973,0.083765,0.243344,1
puentes_4d.csv,4.37526,4.08147,4.23265,4.03514,1
puentes_4d.csv,-0.151075,0.309624,0.272245,0.119737,1
puentes_4d.csv,3.82645,4.23925,3.92089,4.05775,1
puentes_4d.csv,3.86774,3.89748,4.18208,4.28939,1
puentes_4d.csv,0.0948111,0.265615,4.94513,5.81836,-1
puentes_4d.csv,-0.562001,4.32447,0.417161,-1.61542,-1
puentes_4d.csv,3.65955,3.78458,4.28198,4.32252,1
puentes_4d.csv,2.64254,1.59806,3.06917,5.64323,-1
puentes_4d.csv,4.21855,3.66457,3.64309,3.96945,1
puentes_4d.csv,4.6391,3.82393,4.18002,4.36838,1
puentes_4d.csv,0.979743,1.19488,1.08579,0.956369,1
puentes_4d.csv,0.045311,0.0208209,-1.14041,-0.338152,1
puentes_4d.csv,3.84377,4.21685,4.20175,3.93581,1
puentes_4d.csv,4.14927,4.18146,4.35677,4.4347,1
puentes_4d.csv,0.0567567,0.248122,0.393263,-0.447064,1
puentes_4d.csv,3.83302,4.3367,3.67854,3.80972,1
puentes_4d.csv,1.20177,0.401281,0.00493503,5.42563,-1
puentes_4d.csv,0.339346,0.0405233,-0.363681,0.207233,1
puentes_4d.csv,1.22417,-1.75165,4.49082,5.04096,-1
puentes_4d.csv,4.32819,3.55254,3.84364,4.29317,1
puentes_4d.csv,0.0663603,0.0572093,0.0835453,0.0400142,1
puentes_4d.csv,4.03739,4.20587,3.95599,3.79036,1
puentes_4d.csv,2.8298,2.89269,2.73294,2.8531,1
puentes_4d.csv,0.209173,-0.245991,0.344252,0.158959,1
puentes_4d.csv,0.141832,0.195046,0.0715504,-0.615065,1
puentes_4d.csv,-0.175985,0.046287,-0.344171,0.45605,1
puentes_4d.csv,-0.319984,-0.0228421,0.0662144,-0.170606,1
puentes_4d.csv,3.97875,4.03319,3.72171,4.04451,1
puentes_4d.csv,4.08336,3.87671,3.47692,3.63022,1
puentes_4d.csv,-1.89398,3.69345,-0.249187,4.92359,-1
puentes_4d.csv,0.384913,0.0972088,-0.118426,-0.296271,1
puentes_4d.csv,3.35705,3.98125,3.87304,3.89365,1
puentes_4d.csv,4.07741,4.00573,3.7876,3.84557,1
puentes_4d.csv,4.15736,4.19983,4.13444,4.14831,1
puentes_4d.csv,0.0696111,0.450277,0.147587,-0.0568147,1
puentes_4d.csv,4.29592,4.29672,3.65329,3.70374,1
puentes_4d.csv,3.78487,4.78116,4.19342,3.75149,1
puentes_4d.csv,-0.0117988,0.434671,-0.561119,-0.17962,1
puentes_4d.csv,4.30945,4.15921,4.02114,4.67944,1
puentes_4d.csv,0.378246,0.401236,-0.297082,-0.160334,1
puentes_4d.csv,2.72948,2.65841,2.74191,2.83187,1
puentes_4d.csv,4.02586,3.8038,4.00807,4.49488,1
puentes_4d.csv,3.82703,4.14763,3.84394,4.46362,1
puentes_4d.csv,0.787207,3.52829,3.39069,-0.924273,-1
puentes_4d.csv,-0.0348001,0.304048,0.319172,0.510482,1
puentes_4d.csv,3.96086,4.12655,3.72003,4.4338,1
puentes_4d.csv,3.87283,4.35146,3.88413,4.45248,1
puentes_4d.csv,0.0349776,0.506979,0.155768,0.443493,1
puentes_4d.csv,1.90966,1.76604,1.8378,1.91898,1
puentes_4d.csv,3.96023,4.26575,3.72772,4.15634,1
puentes_4d.csv,0.56274,0.124708,0.0481633,0.245928,1
puentes_4d.csv,3.07924,2.96496,3.04466,3.03183,1
puentes_4d.csv,-0.0816529,-0.348039,-0.227951,-0.196314,1
puentes_4d.csv,3.5277,3.74106,3.6114,3.69023,1
puentes_4d.csv,1.862,3.90907,-1.08992,-0.267561,-1
puentes_4d.csv,2.32995,4.14663,5.78786,2.42116,-1
puentes_4d.csv,3.8811,4.03694,4.04896,4.07088,1
puentes_4d.csv,-1.99069,-1.24603,-1.29701,-0.650258,-1
puentes_4d.csv,1.99872,2.0672,2.17119,2.05351,1
puentes_4d.csv,-0.438125,0.257629,0.51817,0.18201,1
puentes_4d.csv,0.390563,2.72308,-0.403158,-1.42969,-1
puentes_4d.csv,-1.6905,4.6747,4.12465,1.59187,-1
puentes_4d.csv,3.13183,2.99009,3.06517,2.93685,1
puentes_4d.csv,0.0790123,-0.0992706,0.0563368,0.444649,1
puentes_4d.csv,0.0589709,-0.18986,0.0023141,-0.187089,1
puentes_4d.csv,3.64102,4.19635,4.55714,4.50941,1
puentes_4d.csv,-0.77999,5.30116,0.841081,1.80548,-1
puentes_4d.csv,0.629352,-0.00510951,0.235817,0.288591,1
puentes_4d.csv,3.58488,4.03157,3.9734,3.95295,1
puentes_4d.csv,3.49131,4.3102,4.19208,4.49858,1
puentes_4d.csv,3.88612,3.77992,4.29574,4.25877,1
puentes_4d.csv,0.21724,0.318182,0.138586,0.256197,1
puentes_4d.csv,0.438831,0.266162,0.28099,0.268967,1
puentes_4d.csv,0.00181821,-0.428753,0.240771,0.564865,1
puentes_4d.csv,-0.143737,0.108015,0.113076,-0.335609,1
puentes_4d.csv,2.2287,2.19921,2.17637,2.14202,1
puentes_4d.csv,0.032349,0.304188,0.105435,0.0134527,1
puentes_4d.csv,-0.0285608,0.0836051,0.173862,0.173907,1
puentes_4d.csv,2.90224,5.59227,0.418475,-1.76313,-1
puentes_4d.csv,0.0290891,0.158287,-0.291904,0.434463,1
puentes_4d.csv,-0.248737,4.49895,3.77931,-0.751535,-1
puentes_4d.csv,2.45788,2.46592,2.56896,2.51997,1
puentes_4d.csv,0.142469,-0.56055,-0.0607977,-0.340274,1
puentes_4d.csv,-1.30162,-0.58435,-1.35376,2.12133,-1
puentes_4d.csv,2.04507,1.91549,1.7918,1.98366,1
puentes_4d.csv,3.67044,3.89592,3.69838,3.80816,1
puentes_4d.csv,0.0449801,0.164893,0.0911364,0.0731297,1
puentes_4d.csv,-0.180773,0.209799,0.554236,0.25371,1
puentes_4d.csv,3.77798,4.08051,4.01655,3.7248,1
puentes_4d.csv,0.383299,0.219375,0.588953,0.306185,1
puentes_4d.csv,0.0807004,-0.419028,-0.125027,0.430466,1
puentes_4d.csv,0.114679,-0.121469,0.159144,-0.0595881,1
puentes_4d.csv,4.33178,4.08632,3.64247,4.09895,1
puentes_4d.csv,0.236071,0.081922,0.393277,-0.0204301,1
puentes_4d.csv,2.30151,2.27313,2.19891,2.33172,1
puentes_4d.csv,0.183371,0.392805,0.208764,0.0960925,1
puentes_4d.csv,-1.81836,2.0393,4.09297,4.65894,-1
puentes_4d.csv,-0.0600539,0.107786,-0.0327362,0.199933,1
puentes_4d.csv,3.79204,4.17857,4.39084,4.14774,1
puentes_4d.csv,5.70559,1.23202,5.9429,5.79853,-1
puentes_4d.csv,0.506423,-0.140684,-0.305822,-0.162864,1
puentes_4d.csv,0.342197,-0.23645,0.0795702,-0.111682,1
puentes_4d.csv,-1.99783,3.43263,-1.92399,3.84887,-1
puentes_4d.csv,1.62072,1.5039,1.49188,1.66517,1
puentes_4d.csv,3.713,4.24368,3.96645,3.97304,1
puentes_4d.csv,3.81548,3.96306,3.63392,4.13297,1
puentes_4d.csv,0.0906464,0.0276211,0.144773,0.160571,1
puentes_4d.csv,4.42818,4.26005,4.30664,3.65395,1
puentes_4d.csv,-0.00183899,-0.0477736,-0.0364346,-0.175061,1
puentes_4d.csv,-0.481554,0.0378542,0.35737,-0.104477,1
puentes_4d.csv,1.92499,1.90373,2.14716,2.03241,1
puentes_4d.csv,3.80669,4.40418,3.60802,3.95511,1
puentes_4d.csv,3.97332,3.98998,4.09868,4.33175,1
puentes_4d.csv,5.36432,3.72791,0.851274,1.04422,-1
puentes_4d.csv,3.38282,3.35105,3.3401,3.32805,1
puentes_4d.csv,4.08078,3.76817,4.24665,4.06749,1
puentes_4d.csv,4.69033,4.10172,3.9867,3.78602,1
puentes_4d.csv,3.28248,5.16502,-1.0861,0.784468,-1
puentes_4d.csv,-0.288181,-0.216623,-0.852254,-0.046825,1
puentes_4d.csv,-0.0679839,-0.298568,0.199044,-0.236871,1
puentes_4d.csv,-0.442757,-0.235145,0.120151,-0.0646605,1
puentes_4d.csv,0.364465,0.481232,0.441234,0.30413,1
puentes_4d.csv,0.158239,0.0990215,0.226998,0.0796448,1
puentes_4d.csv,4.04663,3.92392,3.69872,4.20295,1
puentes_4d.csv,-0.943812,1.01965,2.75169,2.36971,-1
puentes_4d.csv,3.9497,3.54678,3.87558,4.44873,1
puentes_4d.csv,4.48631,3.31992,3.96005,3.82069,1
puentes_4d.csv,0.05188,-0.478331,-0.0537877,0.0478844,1
puentes_4d.csv,5.90308,1.47274,-0.773614,-1.26838,-1
puentes_4d.csv,-0.637126,4.36474,3.09045,3.01463,-1
puentes_4d.csv,3.47381,-1.37623,4.42157,0.784021,-1
puentes_4d.csv,1.84245,1.85466,1.90051,1.69543,1
puentes_4d.csv,4.30824,3.59181,3.76708,3.96165,1
puentes_4d.csv,0.116934,0.248278,0.590331,-0.627631,1
puentes_4d.csv,0.321789,-0.246986,0.241795,0.285849,1
puentes_4d.csv,-0.165676,-0.0182382,-0.158412,-0.0416049,1
puentes_4d.csv,3.89536,4.27435,4.02706,4.19516,1
puentes_4d.csv,4.10596,3.86311,4.27912,4.15908,1
puentes_4d.csv,0.58642,-0.071901,0.230621,0.403731,1
puentes_4d.csv,0.425213,-0.141568,-0.447444,0.0559877,1
puentes_4d.csv,3.68176,-1.23088,4.00538,2.05277,-1
puentes_4d.csv,0.460227,-0.158974,-0.147292,-0.39275,1
puentes_4d.csv,3.92572,3.96343,4.10251,4.05242,1
puentes_4d.csv,-0.0420206,-0.258526,-0.0766858,-0.839577,1
puentes_4d.csv,3.65214,4.18288,3.42413,3.87201,1
puentes_4d.csv,-0.106447,0.117475,0.0531577,-0.0089904,1
puentes_4d.csv,3.98257,3.79556,4.17516,4.68241,1
puentes_4d.csv,4.12397,4.02736,4.2421,4.32136,1
puentes_4d.csv,-0.396742,0.731824,-0.500424,0.10377,1
puentes_4d.csv,3.67499,3.7455,4.26517,4.26478,1
puentes_4d.csv,-0.28926,-0.396244,-0.133411,0.105003,1
puentes_4d.csv,2.76172,2.79698,2.73636,2.68057,1
puentes_4d.csv,-0.711987,-0.603662,1.51024,1.0194,-1
puentes_4d.csv,3.86265,4.00295,4.45551,4.24031,1
puentes_4d.csv,3.66939,3.60398,3.55744,3.56082,1
puentes_4d.csv,0.361491,0.459069,0.418131,0.365265,1
puentes_4d.csv,4.31822,0.346848,1.12481,4.77221,-1
puentes_4d.csv,4.37376,4.04403,3.79316,3.68662,1
puentes_4d.csv,3.95684,3.76271,3.54576,3.98895,1
puentes_4d.csv,3.74093,1.85905,4.79601,1.61722,-1
puentes_4d.csv,2.67958,2.73835,2.50775,2.58519,1
puentes_4d.csv,0.366024,-0.124904,0.0114499,0.188496,1
puentes_4d.csv,0.457575,0.0457019,0.180016,-0.13007,1
puentes_4d.csv,4.26115,3.93711,3.956,4.41418,1
puentes_4d.csv,-1.3153,2.46006,3.19721,5.44021,-1
puentes_4d.csv,0.0889076,0.169619,-0.200762,0.0129752,1
puentes_4d.csv,3.864,3.72737,3.72156,4.20453,1
puentes_4d.csv,3.93727,3.54377,3.83208,4.0141,1
puentes_4d.csv,-0.367359,0.302595,-0.14471,0.323939,1
puentes_4d.csv,-0.218423,-0.00561346,-0.0257031,0.0495287,1
puentes_4d.csv,4.07032,4.66435,3.95604,3.95153,1
puentes_4d.csv,4.19315,4.18234,3.74599,4.07433,1
puentes_4d.csv,1.01618,0.951038,0.994289,0.927969,1
puentes_4d.csv,0.211661,-0.443486,-0.375355,0.157303,1
puentes_4d.csv,-0.427945,4.02634,4.14438,-0.541997,-1
puentes_4d.csv,-0.003441,0.125205,0.0104457,0.0416233,1
puentes_4d.csv,-0.247029,0.0390645,0.38019,0.0998295,1
puentes_4d.csv,-1.89863,4.49111,-1.80151,5.06893,-1
puentes_4d.csv,1.48776,-0.259656,5.23284,-1.96964,-1
puentes_4d.csv,3.82607,4.05474,4.6845,4.2623,1
puentes_4d.csv,4.15584,4.02845,4.39477,4.40649,1
puentes_4d.csv,4.04534,4.01473,3.45872,3.97267,1
puentes_4d.csv,-0.0395596,-0.418413,-0.226202,0.162118,1
puentes_4d.csv,0.247169,0.14827,0.0200146,0.197832,1
puentes_4d.csv,-0.103827,0.0328209,-0.231775,0.223446,1
puentes_4d.csv,4.06487,3.85536,3.8145,3.92023,1
puentes_4d.csv,4.44856,3.52917,4.03393,4.25926,1
puentes_4d.csv,4.00821,4.14039,4.06639,3.76352,1
puentes_4d.csv,4.57142,4.04005,4.38455,3.65224,1
puentes_4d.csv,-0.0817963,0.00726341,0.261269,0.182937,1
puentes_4d.csv,4.19734,4.00663,4.1446,3.76103,1
puentes_4d.csv,3.37565,4.25783,4.26966,3.65296,1
puentes_4d.csv,0.216075,-0.201836,0.372875,0.355253,1
puentes_4d.csv,0.467272,0.49275,-0.158128,-0.0735495,1
puentes_4d.csv,-0.179357,-0.0474981,-0.0629921,0.0902386,1
puentes_4d.csv,4.08743,4.08785,4.72535,3.93119,1
puentes_4d.csv,0.20461,0.088967,0.157003,0.0716282,1
puentes_4d.csv,0.39241,5.90623,4.43605,3.96232,-1
puentes_4d.csv,3.88698,3.89646,3.56085,3.40741,1
